month,pnl_usd,executed_trades,candidate_trades,equity_end,equity_start,return_percent,symbol,mode,initial_balance_usd,risk_percent
2025-09,94.64142177912045,19,19,690.2357828901243,595.5943611110038,15.890248121654341,US500,risk_only,500,1
2025-10,30.791789906447832,25,25,721.027572796572,690.2357828901243,4.461053841271142,US500,risk_only,500,1
2025-11,80.03324437253822,16,16,801.0608171691104,721.027572796572,11.09988679935247,US500,risk_only,500,1
2025-12,0.6497876887731948,24,24,801.7106048578835,801.0608171691104,0.0811158996728234,US500,risk_only,500,1
2026-01,-35.2481742690098,23,23,766.4624305888738,801.7106048578835,-4.396620682753489,US500,risk_only,500,1
2026-02,31.823675973440515,16,16,798.2861065623142,766.4624305888738,4.15202033438095,US500,risk_only,500,1
2026-03,33.26883390656223,20,20,831.5549404688765,798.2861065623142,4.167532621835159,US500,risk_only,500,1
2026-04,161.27518080669316,22,22,992.8301212755696,831.5549404688765,19.39441075483928,US500,risk_only,500,1
2026-05,-77.16048466196762,23,23,915.6696366136019,992.8301212755696,-7.7717711226199775,US500,risk_only,500,1
2026-06,-48.98993692734527,14,14,866.6796996862566,915.6696366136019,-5.350175977061282,US500,risk_only,500,1
2026-07,-71.46952916848434,22,22,795.2101705177723,866.6796996862566,-8.24636012524082,US500,risk_only,500,1
2026-08,127.64404079827122,18,18,922.8542113160436,795.2101705177723,16.051610697478935,US500,risk_only,500,1
2024-01,52.90824751643164,29,29,552.9082475164316,500.0,10.581649503286329,US500,risk_only,500,2
2024-02,59.12946463555502,19,19,612.0377121519866,552.9082475164316,10.694263451694628,US500,risk_only,500,2
2024-03,-53.07644832476543,20,20,558.9612638272213,612.0377121519866,-8.672087891143711,US500,risk_only,500,2
2024-04,-23.948996529254863,18,18,535.0122672979663,558.9612638272213,-4.284553882191318,US500,risk_only,500,2
2024-05,25.63221864632381,20,20,560.6444859442902,535.0122672979663,4.790959051420846,US500,risk_only,500,2
2024-06,252.82815050305695,23,23,813.4726364473471,560.6444859442902,45.09598450383758,US500,risk_only,500,2
2024-07,-137.8575968667764,35,35,675.6150395805707,813.4726364473471,-16.946801980806317,US500,risk_only,500,2
2024-08,52.77021549249275,27,27,728.3852550730635,675.6150395805707,7.810692835561074,US500,risk_only,500,2
2024-09,-8.762681676390505,18,18,719.6225733966729,728.3852550730635,-1.2030284269704954,US500,risk_only,500,2
2024-10,34.60513115237256,22,22,754.2277045490455,719.6225733966729,4.808789000188491,US500,risk_only,500,2
2024-11,-11.901565327012246,18,18,742.3261392220332,754.2277045490455,-1.577980397064335,US500,risk_only,500,2
2024-12,-67.67666199703957,16,16,674.6494772249937,742.3261392220332,-9.116836713841915,US500,risk_only,500,2
2025-01,-4.880004671147702,17,17,669.769472553846,674.6494772249937,-0.7233392800095856,US500,risk_only,500,2
2025-02,-86.76037353210455,18,18,583.0090990217415,669.769472553846,-12.953766495401068,US500,risk_only,500,2
2025-03,-33.51232760039439,31,31,549.496771421347,583.0090990217415,-5.748165450012069,US500,risk_only,500,2
2025-04,92.5777484787524,19,22,642.0745199000994,549.496771421347,16.847732924669902,US500,risk_only,500,2
2025-05,1.9776544904765672,21,21,644.052174390576,642.0745199000994,0.30801011863611577,US500,risk_only,500,2
2025-06,-95.7523813182947,27,27,548.2997930722813,644.052174390576,-14.867177711013682,US500,risk_only,500,2
2025-07,97.3627281750016,20,20,645.6625212472829,548.2997930722813,17.757206806417024,US500,risk_only,500,2
2025-08,-33.047770222267715,25,25,612.6147510250152,645.6625212472829,-5.118427837258765,US500,risk_only,500,2
2025-09,201.50222698054066,19,19,814.1169780055559,612.6147510250152,32.89216047171424,US500,risk_only,500,2
2025-10,70.41470124451133,25,25,884.5316792500671,814.1169780055559,8.64921174067823,US500,risk_only,500,2
2025-11,204.77959512687917,16,16,1089.3112743769464,884.5316792500671,23.15118835545806,US500,risk_only,500,2
2025-12,-5.985495460635015,24,24,1083.3257789163113,1089.3112743769464,-0.5494752144246868,US500,risk_only,500,2
2026-01,-97.44422205640794,23,23,985.8815568599034,1083.3257789163113,-8.994913991051225,US500,risk_only,500,2
2026-02,80.4556801627378,16,16,1066.3372370226411,985.8815568599034,8.160785603799543,US500,risk_only,500,2
2026-03,86.49746446320768,20,20,1152.8347014858489,1066.3372370226411,8.111642495456726,US500,risk_only,500,2
2026-04,465.4187422133631,22,22,1618.2534436992119,1152.8347014858489,40.37168048580607,US500,risk_only,500,2
2026-05,-247.73000090523516,23,23,1370.5234427939768,1618.2534436992119,-15.308479760682111,US500,risk_only,500,2
2026-06,-144.4681613107909,14,14,1226.0552814831858,1370.5234427939768,-10.541093774818998,US500,risk_only,500,2
2026-07,-199.80125440159162,22,22,1026.2540270815941,1226.0552814831858,-16.296267992083333,US500,risk_only,500,2
2026-08,322.4676876804248,18,18,1348.721714762019,1026.2540270815941,31.421819468756773,US500,risk_only,500,2
2024-01,67.11182953564497,29,29,567.111829535645,500.0,13.422365907128993,US500,risk_only,500,3
2024-02,89.8586684501364,19,19,656.9704979857813,567.111829535645,15.844964567872493,US500,risk_only,500,3
2024-03,-87.05657976718322,20,20,569.9139182185982,656.9704979857813,-13.251216003472255,US500,risk_only,500,3
2024-04,-40.66231839251829,18,18,529.2515998260799,569.9139182185982,-7.134817573786943,US500,risk_only,500,3
2024-05,34.09965870649221,20,20,563.351258532572,529.2515998260799,6.442995867692771,US500,risk_only,500,3
2024-06,399.5852284952412,23,23,962.9364870278133,563.351258532572,70.93003209686411,US500,risk_only,500,3
2024-07,-240.5470739063629,35,35,722.3894131214504,962.9364870278133,-24.98057526606269,US500,risk_only,500,3
2024-08,78.92738282687316,27,27,801.3167959483236,722.3894131214504,10.925877565927678,US500,risk_only,500,3
2024-09,-21.01819490412747,18,18,780.2986010441962,801.3167959483236,-2.6229569890960978,US500,risk_only,500,3
2024-10,51.201362855660356,22,22,831.4999638998565,780.2986010441962,6.561765302044968,US500,risk_only,500,3
2024-11,-23.736569240491285,18,18,807.7633946593652,831.4999638998565,-2.8546687036717717,US500,risk_only,500,3
2024-12,-112.15983010107637,16,16,695.6035645582888,807.7633946593652,-13.885233082191636,US500,risk_only,500,3
2025-01,-9.70566754106838,17,17,685.8978970172204,695.6035645582888,-1.3952872060440804,US500,risk_only,500,3
2025-02,-130.72922483995086,18,18,555.1686721772696,685.8978970172204,-19.059575107090424,US500,risk_only,500,3
2025-03,-51.521056561437234,31,31,503.64761561583236,555.1686721772696,-9.280252857096764,US500,risk_only,500,3
2025-04,132.20543827494913,22,22,635.8530538907814,503.64761561583236,26.249590820219737,US500,risk_only,500,3
2025-05,-2.734148698981535,21,21,633.1189051918,635.8530538907814,-0.4299969438302283,US500,risk_only,500,3
2025-06,-138.34707549731607,27,27,494.7718296944839,633.1189051918,-21.85167341597619,US500,risk_only,500,3
2025-07,132.60805336499297,20,20,627.3798830594769,494.7718296944839,26.801860050697908,US500,risk_only,500,3
2025-08,-56.05637114873845,25,25,571.3235119107384,627.3798830594769,-8.934996588569957,US500,risk_only,500,3
2025-09,292.9850386347469,19,19,864.3085505454853,571.3235119107384,51.281810135011895,US500,risk_only,500,3
2025-10,103.68132700205115,25,25,967.9898775475365,864.3085505454853,11.995869638986614,US500,risk_only,500,3
2025-11,346.7854023202309,16,16,1314.7752798677675,967.9898775475365,35.82531288434892,US500,risk_only,500,3
2025-12,-24.679760760438302,24,24,1290.095519107329,1314.7752798677675,-1.877108669317273,US500,risk_only,500,3
2026-01,-176.76259942298438,23,23,1113.3329196843447,1290.095519107329,-13.701512547326248,US500,risk_only,500,3
2026-02,131.96188029124005,16,16,1245.2947999755847,1113.3329196843447,11.852867903039664,US500,risk_only,500,3
2026-03,145.2557703255229,20,20,1390.5505703011077,1245.2947999755847,11.664368174376923,US500,risk_only,500,3
2026-04,868.8052121478416,22,22,2259.3557824489494,1390.5505703011077,62.47922446716281,US500,risk_only,500,3
2026-05,-506.0893151974268,23,23,1753.2664672515225,2259.3557824489494,-22.399717615473072,US500,risk_only,500,3
2026-06,-274.3995586407683,14,14,1478.8669086107543,1753.2664672515225,-15.650761807526381,US500,risk_only,500,3
2026-07,-355.50769240491877,22,22,1123.3592162058353,1478.8669086107543,-24.039194489711196,US500,risk_only,500,3
2026-08,513.7457841193974,18,18,1637.1050003252328,1123.3592162058353,45.73299232409224,US500,risk_only,500,3
2024-01,73.55958911129478,29,29,573.5595891112948,500.0,14.711917822258958,US500,risk_only,500,4
2024-02,119.53349163369847,19,19,693.0930807449932,573.5595891112948,20.840640432655015,US500,risk_only,500,4
2024-03,-124.38356030792451,20,20,568.7095204370687,693.0930807449932,-17.94615525150343,US500,risk_only,500,4
2024-04,-57.88652284418694,18,18,510.8229975928818,568.7095204370687,-10.178574608650754,US500,risk_only,500,4
2024-05,38.65590983152461,20,20,549.4789074244064,510.8229975928818,7.56737852713765,US500,risk_only,500,4
2024-06,543.4630303691212,23,23,1092.9419377935276,549.4789074244064,98.90516688193115,US500,risk_only,500,4
2024-07,-356.6177240913111,35,35,736.3242137022164,1092.9419377935276,-32.62915547108243,US500,risk_only,500,4
2024-08,99.45623105956179,27,27,835.7804447617782,736.3242137022164,13.507124879066353,US500,risk_only,500,4
2024-09,-37.0290630652996,18,18,798.7513816964786,835.7804447617782,-4.430477321810749,US500,risk_only,500,4
2024-10,62.142705395313506,22,22,860.8940870917921,798.7513816964786,7.779980957695221,US500,risk_only,500,4
2024-11,-38.201298911185994,18,18,822.6927881806062,860.8940870917921,-4.437398221683083,US500,risk_only,500,4
2024-12,-153.49187808860052,16,16,669.2009100920056,822.6927881806062,-18.657253387142173,US500,risk_only,500,4
2025-01,-16.359647704809475,17,17,652.8412623871961,669.2009100920056,-2.4446541327267854,US500,risk_only,500,4
2025-02,-163.27821835670278,18,18,489.5630440304934,652.8412623871961,-25.010401113381754,US500,risk_only,500,4
2025-03,-65.16481553258913,31,31,424.39822849790426,489.5630440304934,-13.310811820291363,US500,risk_only,500,4
2025-04,148.39498580405052,22,22,572.7932143019548,424.39822849790426,34.9659767264517,US500,risk_only,500,4
2025-05,-8.960652732381611,21,21,563.8325615695732,572.7932143019548,-1.564378297201317,US500,risk_only,500,4
2025-06,-160.16704033225426,27,27,403.6655212373189,563.8325615695732,-28.406844735321428,US500,risk_only,500,4
2025-07,145.1150446316434,20,20,548.7805658689623,403.6655212373189,35.949328589381516,US500,risk_only,500,4
2025-08,-73.5056912508835,25,25,475.2748746180788,548.7805658689623,-13.394368500366168,US500,risk_only,500,4
2025-09,336.32464117563995,19,19,811.5995157937188,475.2748746180788,70.76423752589564,US500,risk_only,500,4
2025-10,120.03792598875808,25,25,931.6374417824768,811.5995157937188,14.790290488451655,US500,risk_only,500,4
2025-11,459.73287611467447,16,16,1391.3703178971514,931.6374417824768,49.34675824482536,US500,risk_only,500,4
2025-12,-52.82435752668778,24,24,1338.5459603704635,1391.3703178971514,-3.7965706790787306,US500,risk_only,500,4
2026-01,-246.95425014196172,23,23,1091.5917102285018,1338.5459603704635,-18.449441218560274,US500,risk_only,500,4
2026-02,166.9990413241103,16,16,1258.5907515526121,1091.5917102285018,15.298672549386854,US500,risk_only,500,4
2026-03,186.86246058052328,20,20,1445.4532121331354,1258.5907515526121,14.846959613361815,US500,risk_only,500,4
2026-04,1237.5002864607454,22,22,2682.953498593881,1445.4532121331354,85.6133063369445,US500,risk_only,500,4
2026-05,-780.9557775526652,23,23,1901.9977210412158,2682.953498593881,-29.108062363434893,US500,risk_only,500,4
2026-06,-391.8181598499224,14,14,1510.1795611912935,1901.9977210412158,-20.600348544867252,US500,risk_only,500,4
2026-07,-473.3618205521453,22,22,1036.817740639148,1510.1795611912935,-31.34473758727985,US500,risk_only,500,4
2026-08,609.1384281517705,18,18,1645.9561687909186,1036.817740639148,58.75077212473874,US500,risk_only,500,4
2024-01,71.62486754185596,29,29,571.624867541856,500.0,14.324973508371192,US500,risk_only,500,5
2024-02,146.3160539385721,19,19,717.9409214804281,571.624867541856,25.59651656999657,US500,risk_only,500,5
2024-03,-163.2636498058597,20,20,554.6772716745684,717.9409214804281,-22.740541027972377,US500,risk_only,500,5
2024-04,-74.77760101355739,18,18,479.899670661011,554.6772716745684,-13.481280887497718,US500,risk_only,500,5
2024-05,39.95602044941137,20,20,519.8556911104224,479.899670661011,8.32591120439324,US500,risk_only,500,5
2024-06,668.9503930060152,23,23,1188.8060841164377,519.8556911104224,128.68001725192687,US500,risk_only,500,5
2024-07,-473.0913979742216,35,35,715.7146861422161,1188.8060841164377,-39.79550612123925,US500,risk_only,500,5
2024-08,110.26278526616127,27,27,825.9774714083774,715.7146861422161,15.405969361966049,US500,risk_only,500,5
2024-09,-54.997466749481724,18,18,770.9800046588957,825.9774714083774,-6.6584705580050905,US500,risk_only,500,5
2024-10,65.61746515966472,22,22,836.5974698185604,770.9800046588957,8.510916594872759,US500,risk_only,500,5
2024-11,-52.99120249701198,18,18,783.6062673215484,836.5974698185604,-6.334133727239768,US500,risk_only,500,5
2024-12,-183.4082140388364,16,16,600.1980532827121,783.6062673215484,-23.40565940925226,US500,risk_only,500,5
2025-01,-22.426461410432807,17,17,577.7715918722793,600.1980532827121,-3.7365101882243597,US500,risk_only,500,5
2025-02,-177.40182918347392,18,18,400.3697626888053,577.7715918722793,-30.704491477090468,US500,risk_only,500,5
2025-03,-71.2090863051926,31,31,329.1606763836127,400.3697626888053,-17.78583023527208,US500,risk_only,500,5
2025-04,141.69472232389222,22,22,470.85539870750495,329.1606763836127,43.04728130973864,US500,risk_only,500,5
2025-05,-15.733335743222217,21,21,455.12206296428275,470.85539870750495,-3.3414368373836476,US500,risk_only,500,5
2025-06,-157.41967965056193,27,27,297.7023833137208,455.12206296428275,-34.58845273842854,US500,risk_only,500,5
2025-07,134.17640579725793,20,20,431.87878911097874,297.7023833137208,45.07065220766537,US500,risk_only,500,5
2025-08,-79.03439675452364,25,25,352.8443923564551,431.87878911097874,-18.30013391424379,US500,risk_only,500,5
2025-09,322.0636500975803,19,19,674.9080424540355,352.8443923564551,91.27639749258674,US500,risk_only,500,5
2025-10,114.83419987006506,25,25,789.7422423241005,674.9080424540355,17.01479203781837,US500,risk_only,500,5
2025-11,502.2641275185769,16,16,1292.0063698426775,789.7422423241005,63.598488291633494,US500,risk_only,500,5
2025-12,-80.17018769149168,24,24,1211.8361821511858,1292.0063698426775,-6.20509229387574,US500,risk_only,500,5
2026-01,-281.62736755555875,23,23,930.2088145956269,1211.8361821511858,-23.23972263772725,US500,risk_only,500,5
2026-02,172.00423139038668,16,16,1102.2130459860136,930.2088145956269,18.49092684260996,US500,risk_only,500,5
2026-03,193.89387524214445,20,20,1296.1069212281582,1102.2130459860136,17.59132464891954,US500,risk_only,500,5
2026-04,1418.3212019734551,22,22,2714.4281232016133,1296.1069212281582,109.42933632585572,US500,risk_only,500,5
2026-05,-961.6860548959694,23,23,1752.742068305644,2714.4281232016133,-35.428680047776695,US500,risk_only,500,5
2026-06,-444.3941315874247,14,14,1308.3479367182192,1752.742068305644,-25.354222941485936,US500,risk_only,500,5
2026-07,-500.04011382519786,22,22,808.3078228930214,1308.3479367182192,-38.21919993847113,US500,risk_only,500,5
2026-08,569.5388317733748,18,18,1377.8466546663963,808.3078228930214,70.46063586703065,US500,risk_only,500,5
2024-01,61.09583004710229,29,29,1061.0958300471023,1000.0,6.109583004710229,US500,risk_only,1000,1
2024-02,57.49159374802599,19,19,1118.5874237951282,1061.0958300471023,5.418133981873619,US500,risk_only,1000,1
2024-03,-47.2332083157482,20,20,1071.3542154793802,1118.5874237951282,-4.222576377221909,US500,risk_only,1000,1
2024-04,-20.694495667306853,18,18,1050.6597198120733,1071.3542154793802,-1.9316203145798096,US500,risk_only,1000,1
2024-05,27.52874073396883,20,20,1078.188460546042,1050.6597198120733,2.6201385867246128,US500,risk_only,1000,1
2024-06,230.09141513300582,23,23,1308.279875679048,1078.188460546042,21.340556271254975,US500,risk_only,1000,1
2024-07,-112.55318162518977,35,35,1195.7266940538582,1308.279875679048,-8.603142471084048,US500,risk_only,1000,1
2024-08,50.01849424693282,27,27,1245.745188300791,1195.7266940538582,4.183104257491794,US500,risk_only,1000,1
2024-09,-4.200474349953115,18,18,1241.5447139508378,1245.745188300791,-0.33718567724773674,US500,risk_only,1000,1
2024-10,32.9409864648529,22,22,1274.4857004156906,1241.5447139508378,2.653225944640225,US500,risk_only,1000,1
2024-11,-7.307449761751119,18,18,1267.1782506539396,1274.4857004156906,-0.5733645939980101,US500,risk_only,1000,1
2024-12,-56.81266201591663,16,16,1210.365588638023,1267.1782506539396,-4.483399394410211,US500,risk_only,1000,1
2025-01,-2.298005636942385,17,17,1208.0675830010807,1210.365588638023,-0.18986045691601666,US500,risk_only,1000,1
2025-02,-78.82162229900172,18,18,1129.245960702079,1208.0675830010807,-6.524603706623192,US500,risk_only,1000,1
2025-03,-28.465947226563138,31,31,1100.7800134755157,1129.245960702079,-2.520792477208879,US500,risk_only,1000,1
2025-04,92.25504215727,19,22,1193.0350556327858,1100.7800134755157,8.380879106443006,US500,risk_only,1000,1
2025-05,5.204191034169947,21,21,1198.2392466669558,1193.0350556327858,0.43621442719548953,US500,risk_only,1000,1
2025-06,-91.00375610839795,27,27,1107.2354905585578,1198.2392466669558,-7.594790135737556,US500,risk_only,1000,1
2025-07,97.16221193371418,20,20,1204.397702492272,1107.2354905585578,8.775207511159127,US500,risk_only,1000,1
2025-08,-24.661032063126783,25,25,1179.736670429145,1204.397702492272,-2.0475821244174965,US500,risk_only,1000,1
2025-09,186.63248923846604,19,19,1366.3691596676113,1179.736670429145,15.819843013829177,US500,risk_only,1000,1
2025-10,62.02455377578871,25,25,1428.3937134434,1366.3691596676113,4.539370150221853,US500,risk_only,1000,1
2025-11,159.51657384430922,16,16,1587.9102872877093,1428.3937134434,11.167549418833959,US500,risk_only,1000,1
2025-12,1.1735874517566103,24,24,1589.0838747394657,1587.9102872877093,0.0739076672751583,US500,risk_only,1000,1
2026-01,-70.22145756760462,23,23,1518.8624171718611,1589.0838747394657,-4.418990003225449,US500,risk_only,1000,1
2026-02,63.52472513729073,16,16,1582.3871423091518,1518.8624171718611,4.182388372975511,US500,risk_only,1000,1
2026-03,67.26764572754318,20,20,1649.654788036695,1582.3871423091518,4.25102327546599,US500,risk_only,1000,1
2026-04,320.1386641206692,22,22,1969.7934521573643,1649.654788036695,19.406403475582675,US500,risk_only,1000,1
2026-05,-154.24823887964698,23,23,1815.5452132777173,1969.7934521573643,-7.83068086203204,US500,risk_only,1000,1
2026-06,-96.73822067553135,14,14,1718.8069926021858,1815.5452132777173,-5.328328921144508,US500,risk_only,1000,1
2026-07,-142.43995103911138,22,22,1576.3670415630745,1718.8069926021858,-8.287140537138763,US500,risk_only,1000,1
2026-08,254.00581107735894,18,18,1830.3728526404334,1576.3670415630745,16.113367279329502,US500,risk_only,1000,1
2024-01,105.67468400427319,29,29,1105.674684004273,1000.0,10.567468400427318,US500,risk_only,1000,2
2024-02,118.6134535178953,19,19,1224.2881375221684,1105.674684004273,10.72769913554762,US500,risk_only,1000,2
2024-03,-106.29886360548875,20,20,1117.9892739166798,1224.2881375221684,-8.682503762604982,US500,risk_only,1000,2
2024-04,-48.039099633335255,18,18,1069.9501742833445,1117.9892739166798,-4.296919546020211,US500,risk_only,1000,2
2024-05,51.1140893267016,20,20,1121.064263610046,1069.9501742833445,4.777240151480695,US500,risk_only,1000,2
2024-06,505.13251182687895,23,23,1626.196775436925,1121.064263610046,45.05830113612341,US500,risk_only,1000,2
2024-07,-275.67269318157054,35,35,1350.5240822553544,1626.196775436925,-16.951988673541862,US500,risk_only,1000,2
2024-08,106.17534843062839,27,27,1456.6994306859829,1350.5240822553544,7.861788606784205,US500,risk_only,1000,2
2024-09,-17.802287117872453,18,18,1438.8971435681106,1456.6994306859829,-1.2220974857860054,US500,risk_only,1000,2
2024-10,69.4614657350406,22,22,1508.358609303151,1438.8971435681106,4.827410078999343,US500,risk_only,1000,2
2024-11,-23.563221993314748,18,18,1484.7953873098363,1508.358609303151,-1.562176384845296,US500,risk_only,1000,2
2024-12,-135.84039102397085,16,16,1348.9549962858655,1484.7953873098363,-9.14876165328662,US500,risk_only,1000,2
2025-01,-9.260100324081037,17,17,1339.6948959617844,1348.9549962858655,-0.6864647337811314,US500,risk_only,1000,2
2025-02,-173.35373749869075,18,18,1166.3411584630937,1339.6948959617844,-12.939792337884354,US500,risk_only,1000,2
2025-03,-66.45420679459065,31,31,1099.8869516685031,1166.3411584630937,-5.697664556582948,US500,risk_only,1000,2
2025-04,196.71337574344082,22,22,1296.600327411944,1099.8869516685031,17.88487220846026,US500,risk_only,1000,2
2025-05,3.7439433504154422,21,21,1300.3442707623594,1296.600327411944,0.288750763921869,US500,risk_only,1000,2
2025-06,-193.76586318631857,27,27,1106.5784075760407,1300.3442707623594,-14.901120229700284,US500,risk_only,1000,2
2025-07,196.37495451554472,20,20,1302.9533620915854,1106.5784075760407,17.746140099164226,US500,risk_only,1000,2
2025-08,-66.33722741020485,25,25,1236.6161346813806,1302.9533620915854,-5.091297151550844,US500,risk_only,1000,2
2025-09,407.2837309746576,19,19,1643.8998656560384,1236.6161346813806,32.935340203983024,US500,risk_only,1000,2
2025-10,140.71852031893718,25,25,1784.6183859749754,1643.8998656560384,8.560042083997617,US500,risk_only,1000,2
2025-11,412.97974333483455,16,16,2197.5981293098102,1784.6183859749754,23.141067388993353,US500,risk_only,1000,2
2025-12,-12.253063090327977,24,24,2185.345066219482,2197.5981293098102,-0.5575661412751676,US500,risk_only,1000,2
2026-01,-197.06902503469155,23,23,1988.2760411847905,2185.345066219482,-9.017753218058571,US500,risk_only,1000,2
2026-02,162.13695965143165,16,16,2150.413000836222,1988.2760411847905,8.154650375146911,US500,risk_only,1000,2
2026-03,173.37184907616233,20,20,2323.7848499123847,2150.413000836222,8.062258227082143,US500,risk_only,1000,2
2026-04,937.3972755231292,22,22,3261.1821254355136,2323.7848499123847,40.339245501082964,US500,risk_only,1000,2
2026-05,-499.20354044905883,23,23,2761.9785849864547,3261.1821254355136,-15.307441327963026,US500,risk_only,1000,2
2026-06,-291.8780045487786,14,14,2470.1005804376764,2761.9785849864547,-10.567714251492289,US500,risk_only,1000,2
2026-07,-403.5439201008075,22,22,2066.556660336869,2470.1005804376764,-16.33714526836408,US500,risk_only,1000,2
2026-08,650.022050787129,18,18,2716.578711123998,2066.556660336869,31.45435415650153,US500,risk_only,1000,2
2024-01,133.8673606164063,29,29,1133.8673606164064,1000.0,13.386736061640631,US500,risk_only,1000,3
2024-02,179.9505466027539,19,19,1313.8179072191601,1133.8673606164064,15.87051121261018,US500,risk_only,1000,3
2024-03,-174.21637069573475,20,20,1139.6015365234255,1313.8179072191601,-13.260313300530576,US500,risk_only,1000,3
2024-04,-80.89477708413641,18,18,1058.706759439289,1139.6015365234255,-7.0985142167253965,US500,risk_only,1000,3
2024-05,68.07898507859679,20,20,1126.7857445178859,1058.706759439289,6.430391085313623,US500,risk_only,1000,3
2024-06,799.7033823142298,23,23,1926.4891268321157,1126.7857445178859,70.97208907771515,US500,risk_only,1000,3
2024-07,-481.9499592025883,35,35,1444.5391676295274,1926.4891268321157,-25.017009049778448,US500,risk_only,1000,3
2024-08,158.2210677238715,27,27,1602.760235353399,1444.5391676295274,10.953047952552959,US500,risk_only,1000,3
2024-09,-42.033810412954615,18,18,1560.7264249404443,1602.760235353399,-2.622588799358777,US500,risk_only,1000,3
2024-10,102.42177826435213,22,22,1663.1482032047966,1560.7264249404443,6.562442759195318,US500,risk_only,1000,3
2024-11,-47.377054534895095,18,18,1615.7711486699013,1663.1482032047966,-2.8486369671447243,US500,risk_only,1000,3
2024-12,-224.71406679389747,16,16,1391.0570818760038,1615.7711486699013,-13.907542969738104,US500,risk_only,1000,3
2025-01,-19.69622825723485,17,17,1371.360853618769,1391.0570818760038,-1.4159180463444514,US500,risk_only,1000,3
2025-02,-261.7177994550244,18,18,1109.6430541637446,1371.360853618769,-19.08453189139819,US500,risk_only,1000,3
2025-03,-103.49374058285554,31,31,1006.149313580889,1109.6430541637446,-9.326759645321356,US500,risk_only,1000,3
2025-04,266.87681146093246,22,22,1273.0261250418216,1006.149313580889,26.524573227716765,US500,risk_only,1000,3
2025-05,-5.20289711208828,21,21,1267.823227929733,1273.0261250418216,-0.408703090199139,US500,risk_only,1000,3
2025-06,-276.79907286573643,27,27,991.0241550639968,1267.823227929733,-21.832623568329,US500,risk_only,1000,3
2025-07,265.83931560123625,20,20,1256.863470665233,991.0241550639968,26.82470596128601,US500,risk_only,1000,3
2025-08,-112.73386995933592,25,25,1144.129600705897,1256.863470665233,-8.969460294654606,US500,risk_only,1000,3
2025-09,587.0439757870222,19,19,1731.1735764929194,1144.129600705897,51.30922016394226,US500,risk_only,1000,3
2025-10,208.04804182239644,25,25,1939.2216183153157,1731.1735764929194,12.01774591799561,US500,risk_only,1000,3
2025-11,695.6381185151729,16,16,2634.8597368304886,1939.2216183153157,35.87202782524172,US500,risk_only,1000,3
2025-12,-49.09128334875441,24,24,2585.7684534817345,2634.8597368304886,-1.8631459831636819,US500,risk_only,1000,3
2026-01,-354.5417603770618,23,23,2231.2266931046724,2585.7684534817345,-13.711272558054134,US500,risk_only,1000,3
2026-02,264.73215801733545,16,16,2495.958851122008,2231.2266931046724,11.864870514298575,US500,risk_only,1000,3
2026-03,290.42854201308944,20,20,2786.387393135097,2495.958851122008,11.63595072420898,US500,risk_only,1000,3
