year,equity_start,equity_end,pnl_usd,executed_trades,candidate_trades,return_percent,symbol,mode,initial_balance_usd,risk_percent
2025,505.2019807477154,382.6291115465265,-122.57286920118895,22,265,-24.262151351777582,US500_x100,margin_50,500,5
2026,382.6291115465265,382.6291115465265,0.0,0,158,0.0,US500_x100,margin_50,500,5
2024,1000.0,1009.6074291888135,9.607429188813512,6,265,0.9607429188813521,US500_x100,margin_50,1000,1
2025,1009.6074291888135,1009.6074291888135,0.0,0,265,0.0,US500_x100,margin_50,1000,1
2026,1009.6074291888135,1009.6074291888135,0.0,0,158,0.0,US500_x100,margin_50,1000,1
2024,1000.0,1620.0733705667326,620.0733705667326,190,265,62.00733705667325,US500_x100,margin_50,1000,2
2025,1620.0733705667326,2603.0076690093456,982.934298442613,158,265,60.67220882093529,US500_x100,margin_50,1000,2
2026,2603.0076690093456,3741.7865890083776,1138.778919999032,141,158,43.74858105709804,US500_x100,margin_50,1000,2
2024,1000.0,1365.7844197974464,365.7844197974464,239,265,36.578441979744646,US500_x100,margin_50,1000,3
2025,1365.7844197974464,2407.1884542569733,1041.4040344595269,196,265,76.24951781291904,US500_x100,margin_50,1000,3
2026,2407.1884542569733,3479.9063276895467,1072.7178734325735,155,158,44.56310313118752,US500_x100,margin_50,1000,3
2024,1000.0,1033.9094918819226,33.90949188192266,234,265,3.3909491881922493,US500_x100,margin_50,1000,4
2025,1033.9094918819226,2175.712122850611,1141.8026309686886,183,265,110.43545299989255,US500_x100,margin_50,1000,4
2026,2175.712122850611,2577.013483782469,401.30136093185786,154,158,18.444598286563483,US500_x100,margin_50,1000,4
2024,1000.0,796.9762856997177,-203.02371430028236,196,265,-20.30237143002823,US500_x100,margin_50,1000,5
2025,796.9762856997177,400.1532776563563,-396.82300804336137,90,265,-49.791068462591014,US500_x100,margin_50,1000,5
2026,400.1532776563563,400.1532776563563,0.0,0,158,0.0,US500_x100,margin_50,1000,5
2024,3000.0,3717.1663124831557,717.1663124831557,229,265,23.905543749438518,US500_x100,margin_50,3000,1
2025,3717.1663124831557,4861.612853370448,1144.446540887292,188,265,30.788144642437977,US500_x100,margin_50,3000,1
2026,4861.612853370448,5854.983327250381,993.3704738799336,131,158,20.4329407511594,US500_x100,margin_50,3000,1
2024,3000.0,4136.557239415823,1136.5572394158226,264,265,37.88524131386075,US500_x100,margin_50,3000,2
2025,4136.557239415823,6514.829603187819,2378.2723637719964,248,265,57.49400349426479,US500_x100,margin_50,3000,2
2026,6514.829603187819,8267.674278470586,1752.8446752827679,158,158,26.90545696582869,US500_x100,margin_50,3000,2
2024,3000.0,4296.369696781617,1296.3696967816168,259,265,43.21232322605388,US500_x100,margin_50,3000,3
2025,4296.369696781617,7279.205674649911,2982.8359778682943,255,265,69.42689266481695,US500_x100,margin_50,3000,3
2026,7279.205674649911,9254.022072909615,1974.8163982597034,158,158,27.12955900033256,US500_x100,margin_50,3000,3
2024,3000.0,3770.9477914143763,770.9477914143763,243,265,25.698259713812543,US500_x100,margin_50,3000,4
2025,3770.9477914143763,6404.707466271616,2633.7596748572396,239,265,69.84344044363952,US500_x100,margin_50,3000,4
2026,6404.707466271616,7226.7586280382,822.0511617665834,155,158,12.835108646189685,US500_x100,margin_50,3000,4
2024,3000.0,2102.249983247707,-897.7500167522928,206,265,-29.925000558409764,US500_x100,margin_50,3000,5
2025,2102.249983247707,3511.8601727478026,1409.6101895000957,218,265,67.05245335868328,US500_x100,margin_50,3000,5
2026,3511.8601727478026,1600.2169341099834,-1911.6432386378194,140,158,-54.43392232618653,US500_x100,margin_50,3000,5
