asset,cost,variant,month,net_r
xauusd,stress,simple_momentum4,2026-04,5.202735421548562
xauusd,stress,simple_momentum4,2026-05,14.000142439679303
xauusd,stress,simple_momentum4,2026-06,0.668466635092759
xauusd,stress,simple_momentum4,2026-07,1.6587269678350898
xauusd,stress,simple_momentum4,2026-08,-1.9695646890956882
xauusd,stress,filter_only_kernel,2024-01,-11.842827976906042
xauusd,stress,filter_only_kernel,2024-02,-5.260107570511259
xauusd,stress,filter_only_kernel,2024-03,6.1816147416716385
xauusd,stress,filter_only_kernel,2024-04,-2.2939198353642327
xauusd,stress,filter_only_kernel,2024-05,0.34369379886453033
xauusd,stress,filter_only_kernel,2024-06,-1.8617926075380156
xauusd,stress,filter_only_kernel,2024-07,-4.759822261928704
xauusd,stress,filter_only_kernel,2024-08,-1.1119309686958894
xauusd,stress,filter_only_kernel,2024-09,-10.089789972244006
xauusd,stress,filter_only_kernel,2024-10,-11.919881241384859
xauusd,stress,filter_only_kernel,2024-11,-0.01706895845198786
xauusd,stress,filter_only_kernel,2024-12,-10.465489806741534
xauusd,stress,filter_only_kernel,2025-01,-4.012425384578269
xauusd,stress,filter_only_kernel,2025-02,-2.0391044149072806
xauusd,stress,filter_only_kernel,2025-03,-10.068069273081655
xauusd,stress,filter_only_kernel,2025-04,3.4491887217274564
xauusd,stress,filter_only_kernel,2025-05,11.261605642946522
xauusd,stress,filter_only_kernel,2025-06,-15.674222520018033
xauusd,stress,filter_only_kernel,2025-07,3.9680172529640894
xauusd,stress,filter_only_kernel,2025-08,18.227733969487712
xauusd,stress,filter_only_kernel,2025-09,11.125304277675177
xauusd,stress,filter_only_kernel,2025-10,-5.716889521785979
xauusd,stress,filter_only_kernel,2025-11,-7.503241287347254
xauusd,stress,filter_only_kernel,2025-12,-12.538763430430791
xauusd,stress,filter_only_kernel,2026-01,6.582414796286874
xauusd,stress,filter_only_kernel,2026-02,-7.711615418582319
xauusd,stress,filter_only_kernel,2026-03,-6.212633562153541
xauusd,stress,filter_only_kernel,2026-04,3.5269051074346462
xauusd,stress,filter_only_kernel,2026-05,14.000142439679303
xauusd,stress,filter_only_kernel,2026-06,-0.33153336490724894
xauusd,stress,filter_only_kernel,2026-07,2.6587269678350847
xauusd,stress,filter_only_kernel,2026-08,-1.9695646890956882
