month,pnl_usd,executed_trades,candidate_trades,equity_end,equity_start,return_percent,asset,timeframe,initial_balance_usd,risk_percent
2024-05,2.970813843404409,24,24,359.2642250588066,356.2934112154022,0.8338110528820197,xauusd,30min,1000,4
2024-06,-47.4852477916626,23,23,311.778977267144,359.2642250588066,-13.217360505040524,xauusd,30min,1000,4
2024-07,41.1306550548308,21,21,352.90963232197475,311.778977267144,13.192247731183137,xauusd,30min,1000,4
2024-08,-47.93619136868114,18,18,304.97344095329356,352.90963232197475,-13.5831348816648,xauusd,30min,1000,4
2024-09,-87.03835411405214,29,29,217.93508683924142,304.97344095329356,-28.53965048300124,xauusd,30min,1000,4
2024-10,67.7951452037819,22,22,285.7302320430233,217.93508683924142,31.10795337594749,xauusd,30min,1000,4
2024-11,149.08671775915667,21,21,434.81694980218003,285.7302320430233,52.1774390806179,xauusd,30min,1000,4
2024-12,-72.06626342344843,24,24,362.75068637873164,434.81694980218003,-16.573931502954284,xauusd,30min,1000,4
2025-01,-63.968360012517415,35,35,298.7823263662142,362.75068637873164,-17.634249200491087,xauusd,30min,1000,4
2025-02,-62.84853322299724,21,21,235.93379314321692,298.7823263662142,-21.034889843505834,xauusd,30min,1000,4
2025-03,-44.101905788248956,19,19,191.831887354968,235.93379314321692,-18.692492160916576,xauusd,30min,1000,4
2025-04,-13.100214132618603,2,25,178.7316732223494,191.831887354968,-6.829007582236739,xauusd,30min,1000,4
2025-05,20.093710089716005,1,25,198.82538331206536,178.7316732223494,11.24238906705619,xauusd,30min,1000,4
2025-06,-25.36536893216975,7,30,173.4600143798956,198.82538331206536,-12.757610979860488,xauusd,30min,1000,4
2025-07,-11.73890372498678,28,30,161.72111065490878,173.4600143798956,-6.7674984156736855,xauusd,30min,1000,4
2025-08,79.55806725023052,16,17,241.27917790513925,161.72111065490878,49.19460850104894,xauusd,30min,1000,4
2025-09,23.081487735904947,20,20,264.3606656410442,241.27917790513925,9.566299063311467,xauusd,30min,1000,4
2025-10,10.83929484344744,5,20,275.1999604844916,264.3606656410442,4.100191992316027,xauusd,30min,1000,4
2025-11,50.352289228264205,4,15,325.55224971275584,275.1999604844916,18.296619352567717,xauusd,30min,1000,4
2025-12,-45.18472310998557,19,24,280.3675266027702,325.55224971275584,-13.879407422265814,xauusd,30min,1000,4
2026-01,4.770431128507006,3,18,285.1379577312772,280.3675266027702,1.7014920330862136,xauusd,30min,1000,4
2026-02,0.0,0,14,285.1379577312772,285.1379577312772,0.0,xauusd,30min,1000,4
2026-03,0.0,0,23,285.1379577312772,285.1379577312772,0.0,xauusd,30min,1000,4
2026-04,-21.568126494446588,2,26,263.5698312368306,285.1379577312772,-7.564102186203163,xauusd,30min,1000,4
2026-05,6.991566163984935,1,24,270.5613974008155,263.5698312368306,2.6526428048218706,xauusd,30min,1000,4
2026-06,0.0,0,18,270.5613974008155,270.5613974008155,0.0,xauusd,30min,1000,4
2026-07,67.46672278758692,13,25,338.02812018840245,270.5613974008155,24.935827296767048,xauusd,30min,1000,4
2026-08,-27.95109331545648,17,31,310.077026872946,338.02812018840245,-8.268866300199443,xauusd,30min,1000,4
2024-01,-375.0406719960971,34,34,624.9593280039029,1000.0,-37.50406719960971,xauusd,30min,1000,5
2024-02,-176.82077551379604,22,22,448.1385524901068,624.9593280039029,-28.293165265418967,xauusd,30min,1000,5
2024-03,-74.31916251647925,22,22,373.8193899736275,448.1385524901068,-16.583969869032845,xauusd,30min,1000,5
2024-04,-95.96116522898143,25,25,277.8582247446461,373.8193899736275,-25.670462207899746,xauusd,30min,1000,5
2024-05,-21.18725025606733,24,24,256.67097448857885,277.8582247446461,-7.625201764510868,xauusd,30min,1000,5
2024-06,-48.182241202777035,23,23,208.4887332858018,256.67097448857885,-18.771986703514468,xauusd,30min,1000,5
2024-07,35.54880590098058,21,21,244.0375391867824,208.4887332858018,17.050708371972,xauusd,30min,1000,5
2024-08,-41.2165593286103,17,18,202.8209798581721,244.0375391867824,-16.88943408704995,xauusd,30min,1000,5
2024-09,-84.71443216452214,28,29,118.10654769364999,202.8209798581721,-41.7680814991432,xauusd,30min,1000,5
2024-10,41.36372291520212,22,22,159.47027060885216,118.10654769364999,35.022379133875944,xauusd,30min,1000,5
2024-11,75.21175752161147,21,21,234.68202813046366,159.47027060885216,47.16349776949365,xauusd,30min,1000,5
2024-12,-41.62392278845182,24,24,193.0581053420118,234.68202813046366,-17.73630606486509,xauusd,30min,1000,5
2025-01,-37.87207641950211,35,35,155.18602892250965,193.0581053420118,-19.61693157218646,xauusd,30min,1000,5
2025-02,-33.94977419666801,19,21,121.2362547258416,155.18602892250965,-21.87682385610913,xauusd,30min,1000,5
2025-03,-6.813778378184473,11,19,114.42247634765715,121.2362547258416,-5.620248162229076,xauusd,30min,1000,5
2025-04,0.0,0,25,114.42247634765715,114.42247634765715,0.0,xauusd,30min,1000,5
2025-05,20.093710089716005,1,25,134.5161864373731,114.42247634765715,17.56098166295929,xauusd,30min,1000,5
2025-06,-4.429888062216179,4,30,130.08629837515696,134.5161864373731,-3.2932007511814265,xauusd,30min,1000,5
2025-07,-0.2121322406131796,23,30,129.87416613454377,130.08629837515696,-0.1630703950091728,xauusd,30min,1000,5
2025-08,71.24612588801402,17,17,201.1202920225578,129.87416613454377,54.85781199488608,xauusd,30min,1000,5
2025-09,18.0746209168945,20,20,219.19491293945225,201.1202920225578,8.986970302761511,xauusd,30min,1000,5
2025-10,10.83929484344744,5,20,230.03420778289967,219.19491293945225,4.945048540629935,xauusd,30min,1000,5
2025-11,38.88807982746212,5,15,268.92228761036176,230.03420778289967,16.90534647097517,xauusd,30min,1000,5
2025-12,-51.605077501832426,19,24,217.31721010852937,268.92228761036176,-19.18958743077569,xauusd,30min,1000,5
2026-01,4.770431128507006,3,18,222.08764123703634,217.31721010852937,2.1951464985790254,xauusd,30min,1000,5
2026-02,0.0,0,14,222.08764123703634,222.08764123703634,0.0,xauusd,30min,1000,5
2026-03,0.0,0,23,222.08764123703634,222.08764123703634,0.0,xauusd,30min,1000,5
2026-04,-20.80139459711576,2,26,201.2862466399206,222.08764123703634,-9.366299935129765,xauusd,30min,1000,5
2026-05,6.991566163984935,1,24,208.27781280390548,201.2862466399206,3.473444550084981,xauusd,30min,1000,5
2026-06,0.0,0,18,208.27781280390548,208.27781280390548,0.0,xauusd,30min,1000,5
2026-07,78.06812270961942,12,25,286.34593551352486,208.27781280390548,37.48268798228687,xauusd,30min,1000,5
2026-08,-44.161595564826484,18,31,242.18433994869838,286.34593551352486,-15.422462863189695,xauusd,30min,1000,5
2024-01,-243.08221064407823,34,34,2756.9177893559217,3000.0,-8.102740354802608,xauusd,30min,3000,1
2024-02,-162.82719445033865,22,22,2594.090594905583,2756.9177893559217,-5.906131661923034,xauusd,30min,3000,1
2024-03,-31.045560075344767,22,22,2563.0450348302384,2594.090594905583,-1.1967801022953375,xauusd,30min,3000,1
2024-04,-137.24855099130036,25,25,2425.796483838938,2563.0450348302384,-5.354902045269404,xauusd,30min,3000,1
2024-05,-26.951862645909014,24,24,2398.844621193029,2425.796483838938,-1.1110520946611488,xauusd,30min,3000,1
2024-06,-72.07854347161685,23,23,2326.7660777214123,2398.844621193029,-3.0047191399903874,xauusd,30min,3000,1
2024-07,105.05333992911746,21,21,2431.8194176505294,2326.7660777214123,4.51499361861058,xauusd,30min,3000,1
2024-08,-88.72139379090271,18,18,2343.0980238596267,2431.8194176505294,-3.648354526119366,xauusd,30min,3000,1
2024-09,-234.71985998902204,29,29,2108.378163870605,2343.0980238596267,-10.017500659335793,xauusd,30min,3000,1
2024-10,193.2523848525413,22,22,2301.630548723146,2108.378163870605,9.165926121041041,xauusd,30min,3000,1
2024-11,298.8261020426707,21,21,2600.456650765817,2301.630548723146,12.983234959600603,xauusd,30min,3000,1
2024-12,-115.99237624410779,24,24,2484.464274521709,2600.456650765817,-4.460461827346701,xauusd,30min,3000,1
2025-01,-94.49123150426428,35,35,2389.973043017445,2484.464274521709,-3.8032839704428856,xauusd,30min,3000,1
2025-02,-148.6318421531579,21,21,2241.3412008642867,2389.973043017445,-6.218975673696458,xauusd,30min,3000,1
2025-03,-123.33906442046609,19,19,2118.0021364438207,2241.3412008642867,-5.502913361558033,xauusd,30min,3000,1
2025-04,86.81890482127015,25,25,2204.821041265091,2118.0021364438207,4.099094298697984,xauusd,30min,3000,1
2025-05,143.48688683935382,25,25,2348.3079281044447,2204.821041265091,6.507869988260967,xauusd,30min,3000,1
2025-06,-188.4248908278809,30,30,2159.8830372765638,2348.3079281044447,-8.02385788391804,xauusd,30min,3000,1
2025-07,-15.174922539412258,30,30,2144.708114737152,2159.8830372765638,-0.7025807544906041,xauusd,30min,3000,1
2025-08,256.8263023406759,17,17,2401.5344170778276,2144.708114737152,11.974883695171345,xauusd,30min,3000,1
2025-09,91.11828058614667,20,20,2492.6526976639743,2401.5344170778276,3.794169258545078,xauusd,30min,3000,1
2025-10,126.02414591078455,20,20,2618.676843574759,2492.6526976639743,5.055824504909565,xauusd,30min,3000,1
2025-11,8.937016403581584,15,15,2627.6138599783403,2618.676843574759,0.3412798499940776,xauusd,30min,3000,1
2025-12,-224.35581954224318,24,24,2403.258040436097,2627.6138599783403,-8.53838621265655,xauusd,30min,3000,1
2026-01,-58.42095099096878,17,18,2344.837089445128,2403.258040436097,-2.430906295038034,xauusd,30min,3000,1
2026-02,-23.989446697495545,6,14,2320.847642747633,2344.837089445128,-1.0230751980800636,xauusd,30min,3000,1
2026-03,-29.52754051813085,12,23,2291.320102229502,2320.847642747633,-1.2722739732787212,xauusd,30min,3000,1
2026-04,-270.24013803002737,25,26,2021.0799641994747,2291.320102229502,-11.79408052882171,xauusd,30min,3000,1
2026-05,35.83507838138212,24,24,2056.9150425808566,2021.0799641994747,1.7730658368866645,xauusd,30min,3000,1
2026-06,61.44910160466227,14,18,2118.364144185519,2056.9150425808566,2.987439944411157,xauusd,30min,3000,1
2026-07,186.06330358899382,25,25,2304.427447774513,2118.364144185519,8.783348420039111,xauusd,30min,3000,1
2026-08,-114.40964703859585,31,31,2190.0178007359173,2304.427447774513,-4.964775400027729,xauusd,30min,3000,1
2024-01,-487.5211031864073,34,34,2512.4788968135927,3000.0,-16.25070343954691,xauusd,30min,3000,2
2024-02,-317.9489408760967,22,22,2194.529955937496,2512.4788968135927,-12.654790505079658,xauusd,30min,3000,2
2024-03,-76.9568846050797,22,22,2117.5730713324165,2194.529955937496,-3.506759358507091,xauusd,30min,3000,2
2024-04,-224.40008361377983,25,25,1893.1729877186365,2117.5730713324165,-10.597040860204324,xauusd,30min,3000,2
2024-05,-27.381233150317776,24,24,1865.7917545683188,1893.1729877186365,-1.4463143795070446,xauusd,30min,3000,2
2024-06,-103.44510294201758,23,23,1762.346651626301,1865.7917545683188,-5.544300573133967,xauusd,30min,3000,2
2024-07,168.7595327988972,21,21,1931.1061844251983,1762.346651626301,9.575842110470443,xauusd,30min,3000,2
2024-08,-148.1921514652097,18,18,1782.9140329599886,1931.1061844251983,-7.6739514719807955,xauusd,30min,3000,2
2024-09,-368.84821202700687,29,29,1414.0658209329818,1782.9140329599886,-20.687941493995993,xauusd,30min,3000,2
2024-10,289.6244659178052,22,22,1703.6902868507868,1414.0658209329818,20.48168208511785,xauusd,30min,3000,2
2024-11,460.89363901951657,21,21,2164.5839258703036,1703.6902868507868,27.05266576775892,xauusd,30min,3000,2
2024-12,-179.5417094609467,24,24,1985.0422164093566,2164.5839258703036,-8.294513662193035,xauusd,30min,3000,2
2025-01,-187.87342219522523,35,35,1797.1687942141314,1985.0422164093566,-9.464454742683511,xauusd,30min,3000,2
2025-02,-223.62757727497245,21,21,1573.5412169391589,1797.1687942141314,-12.443326302733887,xauusd,30min,3000,2
2025-03,-179.77077533954335,19,19,1393.7704415996154,1573.5412169391589,-11.424599076548638,xauusd,30min,3000,2
2025-04,73.64576389423736,25,25,1467.4162054938529,1393.7704415996154,5.283923499605495,xauusd,30min,3000,2
2025-05,119.26146115806198,25,25,1586.677666651915,1467.4162054938529,8.127309805599769,xauusd,30min,3000,2
2025-06,-293.4171165819797,30,30,1293.260550069935,1586.677666651915,-18.492547210368564,xauusd,30min,3000,2
2025-07,-77.60933174836532,30,30,1215.6512183215698,1293.260550069935,-6.001059240859738,xauusd,30min,3000,2
2025-08,272.90636327891457,17,17,1488.5575816004844,1215.6512183215698,22.449396600425576,xauusd,30min,3000,2
2025-09,115.02215122234705,20,20,1603.5797328228314,1488.5575816004844,7.727087795869893,xauusd,30min,3000,2
2025-10,240.10703305124656,20,20,1843.686765874078,1603.5797328228314,14.97318955438397,xauusd,30min,3000,2
2025-11,-10.1327916599257,15,15,1833.5539742141523,1843.686765874078,-0.5495939900139067,xauusd,30min,3000,2
2025-12,-307.4222717815071,24,24,1526.1317024326452,1833.5539742141523,-16.766469714275306,xauusd,30min,3000,2
2026-01,-18.101624711652413,18,18,1508.0300777209927,1526.1317024326452,-1.1861115710261785,xauusd,30min,3000,2
2026-02,25.206550638872734,7,14,1533.2366283598656,1508.0300777209927,1.6714885870821674,xauusd,30min,3000,2
2026-03,-91.7405007977656,19,23,1441.4961275621,1533.2366283598656,-5.9834535061885585,xauusd,30min,3000,2
2026-04,-274.34890018448147,26,26,1167.1472273776185,1441.4961275621,-19.03223289600287,xauusd,30min,3000,2
2026-05,13.169918260609265,24,24,1180.3171456382277,1167.1472273776185,1.1283853443408192,xauusd,30min,3000,2
2026-06,128.67989906685543,18,18,1308.997044705083,1180.3171456382277,10.902146049676752,xauusd,30min,3000,2
2026-07,226.06124619458308,25,25,1535.0582908996662,1308.997044705083,17.26980569658312,xauusd,30min,3000,2
2026-08,-181.43598340976354,31,31,1353.6223074899026,1535.0582908996662,-11.819484933267754,xauusd,30min,3000,2
2024-01,-723.8933258579502,34,34,2276.10667414205,3000.0,-24.129777528598343,xauusd,30min,3000,3
2024-02,-426.1674326896848,22,22,1849.939241452365,2276.10667414205,-18.72352634132683,xauusd,30min,3000,3
2024-03,-77.63343211150513,22,22,1772.30580934086,1849.939241452365,-4.196539560432052,xauusd,30min,3000,3
2024-04,-294.42302337358956,25,25,1477.8827859672704,1772.30580934086,-16.612427822661637,xauusd,30min,3000,3
2024-05,-50.58415949327859,24,24,1427.2986264739918,1477.8827859672704,-3.4227450223781717,xauusd,30min,3000,3
2024-06,-134.05348440591692,23,23,1293.245142068075,1427.2986264739918,-9.39211191823841,xauusd,30min,3000,3
2024-07,170.7745642154701,21,21,1464.019706283545,1293.245142068075,13.20511932814055,xauusd,30min,3000,3
2024-08,-192.10743016898866,18,18,1271.9122761145563,1464.019706283545,-13.121915596113029,xauusd,30min,3000,3
2024-09,-376.832254434656,29,29,895.0800216799003,1271.9122761145563,-29.62722048613329,xauusd,30min,3000,3
2024-10,281.2945020486095,22,22,1176.3745237285098,895.0800216799003,31.426743445873317,xauusd,30min,3000,3
2024-11,492.63274997513486,21,21,1669.0072737036446,1176.3745237285098,41.87720322382869,xauusd,30min,3000,3
2024-12,-221.4384839890066,24,24,1447.5687897146381,1669.0072737036446,-13.2676763893077,xauusd,30min,3000,3
2025-01,-213.2436803462196,35,35,1234.3251093684185,1447.5687897146381,-14.7311604022809,xauusd,30min,3000,3
2025-02,-223.41073736846255,21,21,1010.9143719999558,1234.3251093684185,-18.099829264818062,xauusd,30min,3000,3
2025-03,-157.27524960811022,19,19,853.6391223918458,1010.9143719999558,-15.557722193321148,xauusd,30min,3000,3
2025-04,97.6113828733996,25,25,951.2505052652455,853.6391223918458,11.43473633212807,xauusd,30min,3000,3
2025-05,119.26146115806198,25,25,1070.5119664233075,951.2505052652455,12.537334855323653,xauusd,30min,3000,3
2025-06,-269.8595021086868,30,30,800.6524643146208,1070.5119664233075,-25.20845264442168,xauusd,30min,3000,3
2025-07,-66.01449864815899,30,30,734.6379656664617,800.6524643146208,-8.245087799070113,xauusd,30min,3000,3
2025-08,266.2171276648445,17,17,1000.8550933313063,734.6379656664617,36.23786682782355,xauusd,30min,3000,3
2025-09,104.67317159266567,20,20,1105.528264923972,1000.8550933313063,10.458374273169275,xauusd,30min,3000,3
2025-10,222.68422335169691,20,20,1328.2124882756689,1105.528264923972,20.142788784058006,xauusd,30min,3000,3
2025-11,-17.85038787251883,15,15,1310.36210040315,1328.2124882756689,-1.343940674409169,xauusd,30min,3000,3
2025-12,-311.7680765155762,24,24,998.5940238875737,1310.36210040315,-23.792513261766093,xauusd,30min,3000,3
2026-01,-18.101624711652413,18,18,980.4923991759213,998.5940238875737,-1.8127110996701075,xauusd,30min,3000,3
2026-02,25.206550638872734,7,14,1005.6989498147941,980.4923991759213,2.570805307624842,xauusd,30min,3000,3
2026-03,-131.39403610945018,17,23,874.304913705344,1005.6989498147941,-13.064947132901676,xauusd,30min,3000,3
2026-04,-281.5642503254072,25,26,592.7406633799369,874.304913705344,-32.20435410023319,xauusd,30min,3000,3
2026-05,28.63724118874503,22,24,621.377904568682,592.7406633799369,4.831327249500518,xauusd,30min,3000,3
2026-06,42.31410160466325,13,18,663.6920061733454,621.377904568682,6.809720991613759,xauusd,30min,3000,3
2026-07,210.11383284986974,25,25,873.805839023215,663.6920061733454,31.658334121172388,xauusd,30min,3000,3
2026-08,-152.2754084435486,31,31,721.5304305796662,873.805839023215,-17.426686987325454,xauusd,30min,3000,3
2024-01,-971.5561046175692,34,34,2028.4438953824308,3000.0,-32.385203487252305,xauusd,30min,3000,4
2024-02,-505.62448403768576,22,22,1522.819411344745,2028.4438953824308,-24.92671772626762,xauusd,30min,3000,4
2024-03,-134.9132204576354,22,22,1387.9061908871097,1522.819411344745,-8.859436611626755,xauusd,30min,3000,4
2024-04,-307.8014397173248,25,25,1080.1047511697848,1387.9061908871097,-22.17739511058647,xauusd,30min,3000,4
2024-05,-43.56283126494584,24,24,1036.541919904839,1080.1047511697848,-4.033204299653902,xauusd,30min,3000,4
2024-06,-133.06544985298123,23,23,903.4764700518576,1036.541919904839,-12.837440271127429,xauusd,30min,3000,4
2024-07,146.29474344900785,21,21,1049.7712135008655,903.4764700518576,16.192424296408166,xauusd,30min,3000,4
2024-08,-151.04729251893733,18,18,898.7239209819281,1049.7712135008655,-14.38859158799107,xauusd,30min,3000,4
2024-09,-334.1146809670144,29,29,564.6092400149137,898.7239209819281,-37.176564812247044,xauusd,30min,3000,4
2024-10,226.84543150783037,22,22,791.4546715227439,564.6092400149137,40.17742102517459,xauusd,30min,3000,4
2024-11,385.96210853264233,21,21,1177.4167800553862,791.4546715227439,48.76616721334887,xauusd,30min,3000,4
2024-12,-196.11819519565302,24,24,981.2985848597332,1177.4167800553862,-16.6566502633356,xauusd,30min,3000,4
2025-01,-183.1134723346593,35,35,798.1851125250737,981.2985848597332,-18.66032165539437,xauusd,30min,3000,4
2025-02,-202.24331803639018,21,21,595.9417944886836,798.1851125250737,-25.337896543395754,xauusd,30min,3000,4
2025-03,-132.59005620894885,19,19,463.35173827973495,595.9417944886836,-22.248826552383484,xauusd,30min,3000,4
2025-04,15.415071968292885,24,25,478.7668102480279,463.35173827973495,3.3268617973731414,xauusd,30min,3000,4
2025-05,53.16468686516075,25,25,531.9314971131885,478.7668102480279,11.104505518588157,xauusd,30min,3000,4
2025-06,-149.22590641676615,30,30,382.7055906964224,531.9314971131885,-28.05359472537734,xauusd,30min,3000,4
2025-07,-36.43951186233648,30,30,346.2660788340859,382.7055906964224,-9.521552009738416,xauusd,30min,3000,4
2025-08,158.52673214722392,17,17,504.7928109813097,346.2660788340859,45.78176778996084,xauusd,30min,3000,4
2025-09,38.21026876674628,20,20,543.0030797480558,504.7928109813097,7.569495431693269,xauusd,30min,3000,4
2025-10,145.81653175216343,20,20,688.8196115002193,543.0030797480558,26.85372094387012,xauusd,30min,3000,4
2025-11,-3.564643855805886,15,15,685.2549676444132,688.8196115002193,-0.5175003435285831,xauusd,30min,3000,4
2025-12,-191.01139681954498,24,24,494.24357082486813,685.2549676444132,-27.87450012601193,xauusd,30min,3000,4
2026-01,8.459726236683522,17,18,502.70329706155144,494.24357082486813,1.7116512456731923,xauusd,30min,3000,4
2026-02,-1.702571703105235,5,14,501.0007253584463,502.70329706155144,-0.33868321792541783,xauusd,30min,3000,4
2026-03,-8.59854051812956,11,23,492.40218484031675,501.0007253584463,-1.7162730676642521,xauusd,30min,3000,4
2026-04,-171.12009435260774,17,26,321.28209048770896,492.40218484031675,-34.75209891850927,xauusd,30min,3000,4
2026-05,-39.553097953295584,5,24,281.72899253441346,321.28209048770896,-12.31101861085803,xauusd,30min,3000,4
2026-06,0.0,0,18,281.72899253441346,281.72899253441346,0.0,xauusd,30min,3000,4
2026-07,78.21078588292148,15,25,359.93977841733476,281.72899253441346,27.761000094219256,xauusd,30min,3000,4
2026-08,-31.861927415243724,20,31,328.07785100209094,359.93977841733476,-8.852016177634354,xauusd,30min,3000,4
2024-01,-1182.0948087775332,34,34,1817.9051912224668,3000.0,-39.40316029258444,xauusd,30min,3000,5
2024-02,-564.6424233432041,22,22,1253.2627678792628,1817.9051912224668,-31.060058911185855,xauusd,30min,3000,5
2024-03,-141.54175722496407,22,22,1111.7210106542987,1253.2627678792628,-11.293861180004349,xauusd,30min,3000,5
2024-04,-304.59172592982947,25,25,807.129284724469,1111.7210106542987,-27.398216190100005,xauusd,30min,3000,5
2024-05,-39.476592289006966,24,24,767.6526924354621,807.129284724469,-4.8909874831865565,xauusd,30min,3000,5
2024-06,-134.09653378845206,23,23,633.5561586470099,767.6526924354621,-17.468385783031145,xauusd,30min,3000,5
2024-07,117.49059120925979,21,21,751.0467498562698,633.5561586470099,18.544621436585302,xauusd,30min,3000,5
2024-08,-132.54059602654448,18,18,618.5061538297255,751.0467498562698,-17.647449516545965,xauusd,30min,3000,5
2024-09,-274.0176770846989,29,29,344.4884767450267,618.5061538297255,-44.303144825319855,xauusd,30min,3000,5
2024-10,153.80061699028326,22,22,498.28909373530996,344.4884767450267,44.646084665444086,xauusd,30min,3000,5
2024-11,325.43358284603823,21,21,823.7226765813484,498.28909373530996,65.31019581554554,xauusd,30min,3000,5
2024-12,-178.93022986936984,24,24,644.7924467119788,823.7226765813484,-21.722144473668525,xauusd,30min,3000,5
2025-01,-145.44943152395405,35,35,499.34301518802476,644.7924467119788,-22.557558213600572,xauusd,30min,3000,5
2025-02,-138.93521652302294,21,21,360.4077986650018,499.34301518802476,-27.823602673346233,xauusd,30min,3000,5
2025-03,-88.48815042069988,19,19,271.9196482443017,360.4077986650018,-24.552229654428043,xauusd,30min,3000,5
2025-04,27.35063419044243,19,25,299.27028243474433,271.9196482443017,10.058351563425717,xauusd,30min,3000,5
2025-05,67.39325440395677,25,25,366.663536838701,299.27028243474433,22.51919363849694,xauusd,30min,3000,5
2025-06,-142.9919541854486,30,30,223.67158265325224,366.663536838701,-38.99813857093519,xauusd,30min,3000,5
2025-07,-24.28999885206325,30,30,199.3815838011892,223.67158265325224,-10.859671382447772,xauusd,30min,3000,5
2025-08,102.58210900588793,17,17,301.9636928070772,199.3815838011892,51.4501425107428,xauusd,30min,3000,5
2025-09,41.923346975646645,20,20,343.88703978272406,301.9636928070772,13.883572089718488,xauusd,30min,3000,5
2025-10,76.86769159953346,19,20,420.75473138225743,343.88703978272406,22.352599169803046,xauusd,30min,3000,5
2025-11,-27.841154481820574,15,15,392.91357690043696,420.75473138225743,-6.616955771443665,xauusd,30min,3000,5
2025-12,-132.51663746629762,23,24,260.3969394341393,392.91357690043696,-33.72666287372322,xauusd,30min,3000,5
2026-01,-29.40682280788762,6,18,230.99011662625162,260.3969394341393,-11.293075437749266,xauusd,30min,3000,5
2026-02,0.0,0,14,230.99011662625162,230.99011662625162,0.0,xauusd,30min,3000,5
2026-03,0.0,0,23,230.99011662625162,230.99011662625162,0.0,xauusd,30min,3000,5
2026-04,-21.568126494446588,2,26,209.42199013180516,230.99011662625162,-9.337250792138613,xauusd,30min,3000,5
2026-05,6.991566163984935,1,24,216.41355629578993,209.42199013180516,3.3385062187522005,xauusd,30min,3000,5
2026-06,0.0,0,18,216.41355629578993,216.41355629578993,0.0,xauusd,30min,3000,5
2026-07,49.61228434856439,10,25,266.0258406443545,216.41355629578993,22.924758133337665,xauusd,30min,3000,5
2026-08,-35.39966521649977,16,31,230.62617542785483,266.0258406443545,-13.306852120364123,xauusd,30min,3000,5
