asset,timeframe,scope,variant,month,net_bps,trades,year
sp500,1h,full_history,filter_only_kernel,2024-08,-324.18790552915436,15,2024
sp500,1h,full_history,filter_only_kernel,2024-09,-96.90101739956643,20,2024
sp500,1h,full_history,filter_only_kernel,2024-10,14.646610560801392,18,2024
sp500,1h,full_history,filter_only_kernel,2024-11,-13.354372326533118,17,2024
sp500,1h,full_history,filter_only_kernel,2024-12,108.70329810151905,17,2024
sp500,1h,full_history,filter_only_kernel,2025-01,434.57210080545605,18,2025
sp500,1h,full_history,filter_only_kernel,2025-02,-120.42897299247363,10,2025
sp500,1h,full_history,filter_only_kernel,2025-03,252.33849439468162,17,2025
sp500,1h,full_history,filter_only_kernel,2025-04,368.0960967350427,14,2025
sp500,1h,full_history,filter_only_kernel,2025-05,84.69381380235086,13,2025
sp500,1h,full_history,filter_only_kernel,2025-06,-66.94010478016419,20,2025
sp500,1h,full_history,filter_only_kernel,2025-07,60.80102274422765,16,2025
sp500,1h,full_history,filter_only_kernel,2025-08,175.96366718938918,12,2025
sp500,1h,full_history,filter_only_kernel,2025-09,-35.153163296651805,15,2025
sp500,1h,full_history,filter_only_kernel,2025-10,-115.86801655562888,19,2025
sp500,1h,full_history,filter_only_kernel,2025-11,204.2389017789373,11,2025
sp500,1h,full_history,filter_only_kernel,2025-12,-121.76867461297682,15,2025
sp500,1h,full_history,filter_only_kernel,2026-01,-58.85255785357795,19,2026
sp500,1h,full_history,filter_only_kernel,2026-02,65.72824402557859,15,2026
sp500,1h,full_history,filter_only_kernel,2026-03,-133.8183681350699,15,2026
sp500,1h,full_history,filter_only_kernel,2026-04,-80.71369876202681,16,2026
sp500,1h,full_history,filter_only_kernel,2026-05,-94.77237952080229,16,2026
sp500,1h,full_history,filter_only_kernel,2026-06,-649.38875801266,18,2026
sp500,1h,full_history,filter_only_kernel,2026-07,-479.8680593500968,26,2026
sp500,1h,full_history,filter_only_kernel,2026-08,22.53771706512888,11,2026
sp500,1h,recent_2000_scored_bars,official_original_recent,2026-04,0.0,0,2026
sp500,1h,recent_2000_scored_bars,official_original_recent,2026-05,-78.1812653838997,15,2026
sp500,1h,recent_2000_scored_bars,official_original_recent,2026-06,-474.00526451221094,17,2026
sp500,1h,recent_2000_scored_bars,official_original_recent,2026-07,-497.2321701270944,26,2026
sp500,1h,recent_2000_scored_bars,official_original_recent,2026-08,44.49865204979013,11,2026
xauusd,15min,full_history,causal_lorentzian,2024-01,-18.322839274956188,49,2024
xauusd,15min,full_history,causal_lorentzian,2024-02,97.47662895264077,37,2024
xauusd,15min,full_history,causal_lorentzian,2024-03,211.06285653920523,41,2024
xauusd,15min,full_history,causal_lorentzian,2024-04,284.0796456865857,45,2024
xauusd,15min,full_history,causal_lorentzian,2024-05,-102.90710190052414,49,2024
xauusd,15min,full_history,causal_lorentzian,2024-06,-238.99701612720455,51,2024
xauusd,15min,full_history,causal_lorentzian,2024-07,-202.5844302920875,55,2024
xauusd,15min,full_history,causal_lorentzian,2024-08,-236.59126441315965,43,2024
xauusd,15min,full_history,causal_lorentzian,2024-09,-437.95719207520017,56,2024
xauusd,15min,full_history,causal_lorentzian,2024-10,28.304703298389903,51,2024
xauusd,15min,full_history,causal_lorentzian,2024-11,-5.339083588353674,48,2024
xauusd,15min,full_history,causal_lorentzian,2024-12,-50.6558040312427,40,2024
xauusd,15min,full_history,causal_lorentzian,2025-01,-98.44687736123306,51,2025
xauusd,15min,full_history,causal_lorentzian,2025-02,-47.396757324216125,56,2025
xauusd,15min,full_history,causal_lorentzian,2025-03,-117.0282459693705,42,2025
xauusd,15min,full_history,causal_lorentzian,2025-04,-80.33482499277325,43,2025
xauusd,15min,full_history,causal_lorentzian,2025-05,110.75569893485479,55,2025
xauusd,15min,full_history,causal_lorentzian,2025-06,-14.057947033477955,56,2025
xauusd,15min,full_history,causal_lorentzian,2025-07,-63.65297547977481,41,2025
xauusd,15min,full_history,causal_lorentzian,2025-08,6.190121296014166,34,2025
xauusd,15min,full_history,causal_lorentzian,2025-09,-38.87367536766696,43,2025
xauusd,15min,full_history,causal_lorentzian,2025-10,392.3184711335667,57,2025
xauusd,15min,full_history,causal_lorentzian,2025-11,-143.95645381496817,46,2025
xauusd,15min,full_history,causal_lorentzian,2025-12,99.27005609128662,51,2025
xauusd,15min,full_history,causal_lorentzian,2026-01,261.48007737206814,51,2026
xauusd,15min,full_history,causal_lorentzian,2026-02,5.1027009150352,34,2026
xauusd,15min,full_history,causal_lorentzian,2026-03,581.6925015689347,53,2026
xauusd,15min,full_history,causal_lorentzian,2026-04,-118.75014782565432,39,2026
xauusd,15min,full_history,causal_lorentzian,2026-05,-62.50586274687055,47,2026
xauusd,15min,full_history,causal_lorentzian,2026-06,-304.52675329587254,53,2026
xauusd,15min,full_history,causal_lorentzian,2026-07,72.6214339649606,49,2026
xauusd,15min,full_history,causal_lorentzian,2026-08,-110.88950716310414,54,2026
xauusd,15min,full_history,causal_euclidean,2024-01,85.87512692230962,52,2024
xauusd,15min,full_history,causal_euclidean,2024-02,160.69850464353078,39,2024
xauusd,15min,full_history,causal_euclidean,2024-03,87.31217456477526,39,2024
xauusd,15min,full_history,causal_euclidean,2024-04,64.78904648421542,50,2024
xauusd,15min,full_history,causal_euclidean,2024-05,-292.12480289989315,49,2024
xauusd,15min,full_history,causal_euclidean,2024-06,-195.2154023445891,44,2024
xauusd,15min,full_history,causal_euclidean,2024-07,-108.16921676388708,55,2024
xauusd,15min,full_history,causal_euclidean,2024-08,-201.92364632904764,43,2024
xauusd,15min,full_history,causal_euclidean,2024-09,-363.92354767954646,54,2024
xauusd,15min,full_history,causal_euclidean,2024-10,-8.502450960334514,53,2024
xauusd,15min,full_history,causal_euclidean,2024-11,186.40812246539457,47,2024
xauusd,15min,full_history,causal_euclidean,2024-12,-5.553359851828677,37,2024
xauusd,15min,full_history,causal_euclidean,2025-01,-103.3944638410036,50,2025
xauusd,15min,full_history,causal_euclidean,2025-02,102.46021895523687,51,2025
xauusd,15min,full_history,causal_euclidean,2025-03,20.418015097771296,46,2025
xauusd,15min,full_history,causal_euclidean,2025-04,56.12865604754054,45,2025
xauusd,15min,full_history,causal_euclidean,2025-05,11.157836020063087,54,2025
xauusd,15min,full_history,causal_euclidean,2025-06,-105.53073347767648,62,2025
xauusd,15min,full_history,causal_euclidean,2025-07,-28.739413485359947,37,2025
xauusd,15min,full_history,causal_euclidean,2025-08,-102.47281563660613,36,2025
xauusd,15min,full_history,causal_euclidean,2025-09,-71.05409869328948,48,2025
xauusd,15min,full_history,causal_euclidean,2025-10,43.82281023206663,57,2025
xauusd,15min,full_history,causal_euclidean,2025-11,-316.4154444940687,52,2025
xauusd,15min,full_history,causal_euclidean,2025-12,2.476978487331479,43,2025
xauusd,15min,full_history,causal_euclidean,2026-01,-3.5670039432415592,43,2026
xauusd,15min,full_history,causal_euclidean,2026-02,-165.4198672185981,34,2026
xauusd,15min,full_history,causal_euclidean,2026-03,124.01390986571899,53,2026
xauusd,15min,full_history,causal_euclidean,2026-04,-118.52896257801092,43,2026
xauusd,15min,full_history,causal_euclidean,2026-05,71.00536155915373,62,2026
xauusd,15min,full_history,causal_euclidean,2026-06,-376.2021698926327,49,2026
xauusd,15min,full_history,causal_euclidean,2026-07,127.64026561983346,44,2026
xauusd,15min,full_history,causal_euclidean,2026-08,-230.40469589238504,54,2026
xauusd,15min,full_history,simple_momentum4,2024-01,-20.41598136471675,75,2024
xauusd,15min,full_history,simple_momentum4,2024-02,94.81220958650843,59,2024
xauusd,15min,full_history,simple_momentum4,2024-03,-113.19962141632847,60,2024
xauusd,15min,full_history,simple_momentum4,2024-04,122.84289278857652,66,2024
xauusd,15min,full_history,simple_momentum4,2024-05,-97.78884338617578,50,2024
xauusd,15min,full_history,simple_momentum4,2024-06,150.6200694268319,50,2024
xauusd,15min,full_history,simple_momentum4,2024-07,7.21763280833752,73,2024
xauusd,15min,full_history,simple_momentum4,2024-08,9.380460228945868,67,2024
xauusd,15min,full_history,simple_momentum4,2024-09,40.69721810607608,59,2024
xauusd,15min,full_history,simple_momentum4,2024-10,-270.30256398253005,78,2024
xauusd,15min,full_history,simple_momentum4,2024-11,-132.13829612075568,53,2024
xauusd,15min,full_history,simple_momentum4,2024-12,35.271918869017654,67,2024
xauusd,15min,full_history,simple_momentum4,2025-01,-59.15030262833075,62,2025
xauusd,15min,full_history,simple_momentum4,2025-02,-121.86370457332895,63,2025
xauusd,15min,full_history,simple_momentum4,2025-03,-215.83333288277,71,2025
xauusd,15min,full_history,simple_momentum4,2025-04,101.84419162780843,57,2025
xauusd,15min,full_history,simple_momentum4,2025-05,90.14043328846773,54,2025
xauusd,15min,full_history,simple_momentum4,2025-06,129.55918721040968,65,2025
xauusd,15min,full_history,simple_momentum4,2025-07,88.18275033871461,57,2025
xauusd,15min,full_history,simple_momentum4,2025-08,-8.895685388209081,70,2025
xauusd,15min,full_history,simple_momentum4,2025-09,-105.6977335870468,60,2025
xauusd,15min,full_history,simple_momentum4,2025-10,72.36532907097796,63,2025
xauusd,15min,full_history,simple_momentum4,2025-11,219.93333937203886,56,2025
xauusd,15min,full_history,simple_momentum4,2025-12,71.48276644768117,69,2025
xauusd,15min,full_history,simple_momentum4,2026-01,92.87908576853444,62,2026
xauusd,15min,full_history,simple_momentum4,2026-02,-8.23366405087091,62,2026
xauusd,15min,full_history,simple_momentum4,2026-03,139.06821509625203,71,2026
xauusd,15min,full_history,simple_momentum4,2026-04,-144.492543511196,53,2026
xauusd,15min,full_history,simple_momentum4,2026-05,-243.89622957522496,65,2026
xauusd,15min,full_history,simple_momentum4,2026-06,-50.85809165654571,64,2026
xauusd,15min,full_history,simple_momentum4,2026-07,396.41721460540134,63,2026
xauusd,15min,full_history,simple_momentum4,2026-08,-74.33519715435,60,2026
xauusd,15min,full_history,filter_only_kernel,2024-01,-30.34110386233818,71,2024
xauusd,15min,full_history,filter_only_kernel,2024-02,212.26310705948734,59,2024
xauusd,15min,full_history,filter_only_kernel,2024-03,-229.6483220170893,58,2024
xauusd,15min,full_history,filter_only_kernel,2024-04,144.22068174582662,65,2024
xauusd,15min,full_history,filter_only_kernel,2024-05,-95.31155676529957,48,2024
xauusd,15min,full_history,filter_only_kernel,2024-06,164.0552564732787,50,2024
xauusd,15min,full_history,filter_only_kernel,2024-07,-5.20394874527592,69,2024
xauusd,15min,full_history,filter_only_kernel,2024-08,-52.82199269327408,73,2024
xauusd,15min,full_history,filter_only_kernel,2024-09,37.843278275251166,60,2024
xauusd,15min,full_history,filter_only_kernel,2024-10,-258.1307786900983,78,2024
xauusd,15min,full_history,filter_only_kernel,2024-11,-45.08791166756365,54,2024
xauusd,15min,full_history,filter_only_kernel,2024-12,76.61124508247403,65,2024
xauusd,15min,full_history,filter_only_kernel,2025-01,-36.44771783244522,61,2025
xauusd,15min,full_history,filter_only_kernel,2025-02,-181.94422490898447,63,2025
xauusd,15min,full_history,filter_only_kernel,2025-03,-171.30494905345586,74,2025
xauusd,15min,full_history,filter_only_kernel,2025-04,107.34974105335334,55,2025
xauusd,15min,full_history,filter_only_kernel,2025-05,132.5925707876575,54,2025
xauusd,15min,full_history,filter_only_kernel,2025-06,120.14621813420635,65,2025
xauusd,15min,full_history,filter_only_kernel,2025-07,76.02466565038831,57,2025
xauusd,15min,full_history,filter_only_kernel,2025-08,-13.323365414661843,67,2025
xauusd,15min,full_history,filter_only_kernel,2025-09,-131.8986089318735,60,2025
xauusd,15min,full_history,filter_only_kernel,2025-10,59.384313075262014,63,2025
xauusd,15min,full_history,filter_only_kernel,2025-11,235.6354944570395,57,2025
xauusd,15min,full_history,filter_only_kernel,2025-12,27.005733299458118,67,2025
xauusd,15min,full_history,filter_only_kernel,2026-01,98.20927983633702,62,2026
xauusd,15min,full_history,filter_only_kernel,2026-02,-76.74461945273075,63,2026
xauusd,15min,full_history,filter_only_kernel,2026-03,-189.73478091981866,70,2026
xauusd,15min,full_history,filter_only_kernel,2026-04,-19.129346769233177,56,2026
xauusd,15min,full_history,filter_only_kernel,2026-05,-64.59849817924686,59,2026
xauusd,15min,full_history,filter_only_kernel,2026-06,100.4680477430805,58,2026
xauusd,15min,full_history,filter_only_kernel,2026-07,364.7171135521735,63,2026
xauusd,15min,full_history,filter_only_kernel,2026-08,-31.732094636223678,60,2026
xauusd,15min,recent_2000_scored_bars,official_original_recent,2026-07,1.0507416079715597,2,2026
xauusd,15min,recent_2000_scored_bars,official_original_recent,2026-08,-31.732094636223678,60,2026
xauusd,30min,full_history,causal_lorentzian,2024-01,-375.95549620588497,35,2024
xauusd,30min,full_history,causal_lorentzian,2024-02,-250.6561206214248,21,2024
xauusd,30min,full_history,causal_lorentzian,2024-03,-87.81834372447648,22,2024
xauusd,30min,full_history,causal_lorentzian,2024-04,-172.95367726512472,25,2024
xauusd,30min,full_history,causal_lorentzian,2024-05,91.69703019142074,24,2024
xauusd,30min,full_history,causal_lorentzian,2024-06,43.5152226004112,22,2024
xauusd,30min,full_history,causal_lorentzian,2024-07,120.36783877293666,23,2024
xauusd,30min,full_history,causal_lorentzian,2024-08,-197.07644384921016,18,2024
xauusd,30min,full_history,causal_lorentzian,2024-09,-137.53950960312324,28,2024
xauusd,30min,full_history,causal_lorentzian,2024-10,67.98311682324974,24,2024
xauusd,30min,full_history,causal_lorentzian,2024-11,217.55684027959586,25,2024
xauusd,30min,full_history,causal_lorentzian,2024-12,135.5269085343919,21,2024
xauusd,30min,full_history,causal_lorentzian,2025-01,-61.60622645379628,36,2025
xauusd,30min,full_history,causal_lorentzian,2025-02,149.2205460236551,22,2025
xauusd,30min,full_history,causal_lorentzian,2025-03,-61.79612984621469,19,2025
xauusd,30min,full_history,causal_lorentzian,2025-04,305.3787817310902,28,2025
xauusd,30min,full_history,causal_lorentzian,2025-05,9.457771863336692,24,2025
xauusd,30min,full_history,causal_lorentzian,2025-06,-492.7977055229288,29,2025
xauusd,30min,full_history,causal_lorentzian,2025-07,-67.61247849343926,30,2025
xauusd,30min,full_history,causal_lorentzian,2025-08,156.02771246048965,17,2025
xauusd,30min,full_history,causal_lorentzian,2025-09,193.95046577069635,20,2025
xauusd,30min,full_history,causal_lorentzian,2025-10,419.178363153082,21,2025
xauusd,30min,full_history,causal_lorentzian,2025-11,-328.7189620071729,16,2025
xauusd,30min,full_history,causal_lorentzian,2025-12,-567.6355745720234,27,2025
xauusd,30min,full_history,causal_lorentzian,2026-01,125.87667481457494,17,2026
xauusd,30min,full_history,causal_lorentzian,2026-02,-62.78013020973599,14,2026
xauusd,30min,full_history,causal_lorentzian,2026-03,207.98416342457818,21,2026
xauusd,30min,full_history,causal_lorentzian,2026-04,-352.03559040467474,26,2026
xauusd,30min,full_history,causal_lorentzian,2026-05,-34.302861784063595,24,2026
xauusd,30min,full_history,causal_lorentzian,2026-06,446.3873876031444,18,2026
xauusd,30min,full_history,causal_lorentzian,2026-07,243.37702436162823,26,2026
xauusd,30min,full_history,causal_lorentzian,2026-08,-116.77642574325697,31,2026
xauusd,30min,full_history,causal_euclidean,2024-01,-275.47550348544473,33,2024
xauusd,30min,full_history,causal_euclidean,2024-02,-197.94815380563315,29,2024
xauusd,30min,full_history,causal_euclidean,2024-03,-133.19086435982135,23,2024
xauusd,30min,full_history,causal_euclidean,2024-04,1.605297391379679,26,2024
xauusd,30min,full_history,causal_euclidean,2024-05,93.0720017134567,24,2024
xauusd,30min,full_history,causal_euclidean,2024-06,92.50957209709652,20,2024
xauusd,30min,full_history,causal_euclidean,2024-07,127.89676986624178,23,2024
xauusd,30min,full_history,causal_euclidean,2024-08,14.958672609392046,19,2024
xauusd,30min,full_history,causal_euclidean,2024-09,-255.17158040138384,29,2024
xauusd,30min,full_history,causal_euclidean,2024-10,55.274322421677326,27,2024
xauusd,30min,full_history,causal_euclidean,2024-11,-8.085368727963367,22,2024
xauusd,30min,full_history,causal_euclidean,2024-12,243.3093878059159,21,2024
xauusd,30min,full_history,causal_euclidean,2025-01,102.85567039024517,31,2025
xauusd,30min,full_history,causal_euclidean,2025-02,92.29067789561506,18,2025
xauusd,30min,full_history,causal_euclidean,2025-03,-97.99587571388895,22,2025
xauusd,30min,full_history,causal_euclidean,2025-04,194.95071808952315,27,2025
xauusd,30min,full_history,causal_euclidean,2025-05,166.88151052227005,31,2025
xauusd,30min,full_history,causal_euclidean,2025-06,-533.1637066312495,32,2025
xauusd,30min,full_history,causal_euclidean,2025-07,-80.89826907554456,25,2025
xauusd,30min,full_history,causal_euclidean,2025-08,-18.363626982545412,15,2025
xauusd,30min,full_history,causal_euclidean,2025-09,123.9668679545583,30,2025
xauusd,30min,full_history,causal_euclidean,2025-10,638.5262869769822,20,2025
xauusd,30min,full_history,causal_euclidean,2025-11,-139.99936459913258,13,2025
xauusd,30min,full_history,causal_euclidean,2025-12,-166.81433465333876,25,2025
xauusd,30min,full_history,causal_euclidean,2026-01,306.8467022032403,25,2026
xauusd,30min,full_history,causal_euclidean,2026-02,-35.799998757087074,15,2026
xauusd,30min,full_history,causal_euclidean,2026-03,-645.439161157753,24,2026
xauusd,30min,full_history,causal_euclidean,2026-04,42.69460853998146,19,2026
xauusd,30min,full_history,causal_euclidean,2026-05,-104.46908219974195,20,2026
xauusd,30min,full_history,causal_euclidean,2026-06,643.7736807048498,24,2026
xauusd,30min,full_history,causal_euclidean,2026-07,-17.331579663247034,26,2026
xauusd,30min,full_history,causal_euclidean,2026-08,79.02754633855454,23,2026
xauusd,30min,full_history,simple_momentum4,2024-01,-45.223978566245194,37,2024
xauusd,30min,full_history,simple_momentum4,2024-02,-15.385918769096614,34,2024
xauusd,30min,full_history,simple_momentum4,2024-03,12.582675521075785,26,2024
xauusd,30min,full_history,simple_momentum4,2024-04,73.68854000415251,42,2024
xauusd,30min,full_history,simple_momentum4,2024-05,-20.645437949490677,29,2024
xauusd,30min,full_history,simple_momentum4,2024-06,109.44761259302308,34,2024
xauusd,30min,full_history,simple_momentum4,2024-07,-195.82278886682695,30,2024
xauusd,30min,full_history,simple_momentum4,2024-08,-50.55318128717791,34,2024
xauusd,30min,full_history,simple_momentum4,2024-09,-212.7431019293724,29,2024
xauusd,30min,full_history,simple_momentum4,2024-10,-128.07049612089784,42,2024
xauusd,30min,full_history,simple_momentum4,2024-11,405.0794167528899,33,2024
xauusd,30min,full_history,simple_momentum4,2024-12,81.23037688184169,33,2024
xauusd,30min,full_history,simple_momentum4,2025-01,-6.0241820142390905,35,2025
xauusd,30min,full_history,simple_momentum4,2025-02,27.208405888817765,26,2025
xauusd,30min,full_history,simple_momentum4,2025-03,-312.60075371480804,32,2025
xauusd,30min,full_history,simple_momentum4,2025-04,102.346117018332,38,2025
xauusd,30min,full_history,simple_momentum4,2025-05,569.5400436381069,27,2025
xauusd,30min,full_history,simple_momentum4,2025-06,-305.7669520356953,40,2025
xauusd,30min,full_history,simple_momentum4,2025-07,-13.779711752145912,37,2025
xauusd,30min,full_history,simple_momentum4,2025-08,261.6420504947587,36,2025
xauusd,30min,full_history,simple_momentum4,2025-09,169.4360131297965,28,2025
xauusd,30min,full_history,simple_momentum4,2025-10,-109.29404966583682,29,2025
xauusd,30min,full_history,simple_momentum4,2025-11,-267.06771538050873,25,2025
xauusd,30min,full_history,simple_momentum4,2025-12,-403.0279788528622,38,2025
xauusd,30min,full_history,simple_momentum4,2026-01,328.6980950370884,26,2026
xauusd,30min,full_history,simple_momentum4,2026-02,-249.75039033956037,22,2026
xauusd,30min,full_history,simple_momentum4,2026-03,-31.819626225324654,36,2026
xauusd,30min,full_history,simple_momentum4,2026-04,449.1398841212469,31,2026
xauusd,30min,full_history,simple_momentum4,2026-05,195.47790511607508,25,2026
xauusd,30min,full_history,simple_momentum4,2026-06,54.130673033824415,25,2026
xauusd,30min,full_history,simple_momentum4,2026-07,131.96224221580817,38,2026
xauusd,30min,full_history,simple_momentum4,2026-08,244.56739455716288,35,2026
xauusd,30min,full_history,filter_only_kernel,2024-01,-57.59195357266553,38,2024
xauusd,30min,full_history,filter_only_kernel,2024-02,-2.081417603783094,33,2024
xauusd,30min,full_history,filter_only_kernel,2024-03,72.0229985257275,24,2024
xauusd,30min,full_history,filter_only_kernel,2024-04,141.90607141679308,41,2024
xauusd,30min,full_history,filter_only_kernel,2024-05,-54.04738259079674,30,2024
xauusd,30min,full_history,filter_only_kernel,2024-06,109.44761259302308,34,2024
xauusd,30min,full_history,filter_only_kernel,2024-07,-231.84267589942954,29,2024
xauusd,30min,full_history,filter_only_kernel,2024-08,-85.83206160182708,35,2024
xauusd,30min,full_history,filter_only_kernel,2024-09,-218.70650496535248,30,2024
xauusd,30min,full_history,filter_only_kernel,2024-10,-113.68775334915026,40,2024
xauusd,30min,full_history,filter_only_kernel,2024-11,274.674772115236,32,2024
xauusd,30min,full_history,filter_only_kernel,2024-12,80.15262738790562,35,2024
xauusd,30min,full_history,filter_only_kernel,2025-01,-72.35670066396564,33,2025
xauusd,30min,full_history,filter_only_kernel,2025-02,65.49086110981878,26,2025
xauusd,30min,full_history,filter_only_kernel,2025-03,-254.36171794065018,32,2025
xauusd,30min,full_history,filter_only_kernel,2025-04,93.57465660563966,40,2025
xauusd,30min,full_history,filter_only_kernel,2025-05,538.7861276732361,30,2025
xauusd,30min,full_history,filter_only_kernel,2025-06,-338.171668046815,39,2025
xauusd,30min,full_history,filter_only_kernel,2025-07,0.741213571754161,35,2025
xauusd,30min,full_history,filter_only_kernel,2025-08,322.07969752602423,37,2025
xauusd,30min,full_history,filter_only_kernel,2025-09,271.54803468652585,28,2025
xauusd,30min,full_history,filter_only_kernel,2025-10,-50.61653535746835,29,2025
xauusd,30min,full_history,filter_only_kernel,2025-11,-267.06771538050873,25,2025
xauusd,30min,full_history,filter_only_kernel,2025-12,-331.3160885944051,37,2025
xauusd,30min,full_history,filter_only_kernel,2026-01,328.6980950370884,26,2026
xauusd,30min,full_history,filter_only_kernel,2026-02,-41.94719066219405,21,2026
xauusd,30min,full_history,filter_only_kernel,2026-03,132.24328589772603,34,2026
xauusd,30min,full_history,filter_only_kernel,2026-04,410.9613519304118,30,2026
xauusd,30min,full_history,filter_only_kernel,2026-05,195.47790511607508,25,2026
xauusd,30min,full_history,filter_only_kernel,2026-06,-8.284061243601947,25,2026
xauusd,30min,full_history,filter_only_kernel,2026-07,143.6212890371577,37,2026
xauusd,30min,full_history,filter_only_kernel,2026-08,244.56739455716288,35,2026
xauusd,30min,recent_2000_scored_bars,official_original_recent,2026-07,-72.23951450602952,32,2026
xauusd,30min,recent_2000_scored_bars,official_original_recent,2026-08,244.56739455716288,35,2026
xauusd,1h,full_history,causal_lorentzian,2024-01,-52.55127297981908,15,2024
xauusd,1h,full_history,causal_lorentzian,2024-02,-55.59360692142567,8,2024
xauusd,1h,full_history,causal_lorentzian,2024-03,204.04669162386696,12,2024
xauusd,1h,full_history,causal_lorentzian,2024-04,-51.089509395819306,10,2024
xauusd,1h,full_history,causal_lorentzian,2024-05,87.64120817148911,11,2024
xauusd,1h,full_history,causal_lorentzian,2024-06,109.29146577166746,9,2024
xauusd,1h,full_history,causal_lorentzian,2024-07,30.51439613388512,14,2024
xauusd,1h,full_history,causal_lorentzian,2024-08,-130.19978142454812,11,2024
xauusd,1h,full_history,causal_lorentzian,2024-09,-59.044593468389024,11,2024
xauusd,1h,full_history,causal_lorentzian,2024-10,-121.59906153048395,11,2024
xauusd,1h,full_history,causal_lorentzian,2024-11,119.34836039887892,9,2024
xauusd,1h,full_history,causal_lorentzian,2024-12,-72.99007778901216,13,2024
xauusd,1h,full_history,causal_lorentzian,2025-01,26.93024252035524,14,2025
xauusd,1h,full_history,causal_lorentzian,2025-02,-144.68308429957034,16,2025
xauusd,1h,full_history,causal_lorentzian,2025-03,66.92243826053706,13,2025
xauusd,1h,full_history,causal_lorentzian,2025-04,-89.2802187677187,13,2025
xauusd,1h,full_history,causal_lorentzian,2025-05,161.74686826493155,7,2025
xauusd,1h,full_history,causal_lorentzian,2025-06,46.617282469972196,5,2025
xauusd,1h,full_history,causal_lorentzian,2025-07,100.97923070616807,15,2025
xauusd,1h,full_history,causal_lorentzian,2025-08,-67.73713042443168,17,2025
xauusd,1h,full_history,causal_lorentzian,2025-09,151.77382101049335,16,2025
xauusd,1h,full_history,causal_lorentzian,2025-10,612.2321257631693,16,2025
xauusd,1h,full_history,causal_lorentzian,2025-11,-414.0376763506839,10,2025
xauusd,1h,full_history,causal_lorentzian,2025-12,-228.52113985667327,17,2025
xauusd,1h,full_history,causal_lorentzian,2026-01,291.5775205783847,9,2026
xauusd,1h,full_history,causal_lorentzian,2026-02,195.5749067303308,7,2026
xauusd,1h,full_history,causal_lorentzian,2026-03,208.13703970178466,9,2026
xauusd,1h,full_history,causal_lorentzian,2026-04,-43.833733881201965,5,2026
xauusd,1h,full_history,causal_lorentzian,2026-05,-16.866034644768188,10,2026
xauusd,1h,full_history,causal_lorentzian,2026-06,123.1071788688078,15,2026
xauusd,1h,full_history,causal_lorentzian,2026-07,6.798630465404035,7,2026
xauusd,1h,full_history,causal_lorentzian,2026-08,104.49857907719588,7,2026
xauusd,1h,full_history,causal_euclidean,2024-01,-114.92111297056351,14,2024
xauusd,1h,full_history,causal_euclidean,2024-02,-30.496186132255872,9,2024
xauusd,1h,full_history,causal_euclidean,2024-03,193.5381615493113,8,2024
xauusd,1h,full_history,causal_euclidean,2024-04,22.16317492284977,8,2024
xauusd,1h,full_history,causal_euclidean,2024-05,5.203708034434415,10,2024
xauusd,1h,full_history,causal_euclidean,2024-06,-67.68187375844707,10,2024
xauusd,1h,full_history,causal_euclidean,2024-07,-14.5724894236831,13,2024
xauusd,1h,full_history,causal_euclidean,2024-08,-87.27393976096987,13,2024
xauusd,1h,full_history,causal_euclidean,2024-09,-222.78699476945144,10,2024
xauusd,1h,full_history,causal_euclidean,2024-10,-27.664417018627717,8,2024
xauusd,1h,full_history,causal_euclidean,2024-11,119.79854129410087,8,2024
xauusd,1h,full_history,causal_euclidean,2024-12,-54.068132145680266,8,2024
xauusd,1h,full_history,causal_euclidean,2025-01,12.439370239694078,13,2025
xauusd,1h,full_history,causal_euclidean,2025-02,-18.87220556448411,16,2025
xauusd,1h,full_history,causal_euclidean,2025-03,-22.05494837606273,10,2025
xauusd,1h,full_history,causal_euclidean,2025-04,188.91960440224062,13,2025
xauusd,1h,full_history,causal_euclidean,2025-05,115.42002080879074,7,2025
xauusd,1h,full_history,causal_euclidean,2025-06,-93.77753015210526,6,2025
xauusd,1h,full_history,causal_euclidean,2025-07,110.4332607576584,14,2025
xauusd,1h,full_history,causal_euclidean,2025-08,-129.25896434017955,14,2025
xauusd,1h,full_history,causal_euclidean,2025-09,-58.329761675483546,15,2025
xauusd,1h,full_history,causal_euclidean,2025-10,110.56562594688464,19,2025
xauusd,1h,full_history,causal_euclidean,2025-11,-278.4980636198176,12,2025
xauusd,1h,full_history,causal_euclidean,2025-12,-183.40556306481793,13,2025
xauusd,1h,full_history,causal_euclidean,2026-01,285.5172900833739,8,2026
xauusd,1h,full_history,causal_euclidean,2026-02,197.35047967411856,11,2026
xauusd,1h,full_history,causal_euclidean,2026-03,423.45756309067303,10,2026
xauusd,1h,full_history,causal_euclidean,2026-04,-1.3751055667818548,7,2026
xauusd,1h,full_history,causal_euclidean,2026-05,126.81664443976076,10,2026
xauusd,1h,full_history,causal_euclidean,2026-06,-10.725666488994179,11,2026
xauusd,1h,full_history,causal_euclidean,2026-07,100.78438556857229,7,2026
xauusd,1h,full_history,causal_euclidean,2026-08,227.86201281328343,6,2026
xauusd,1h,full_history,simple_momentum4,2024-01,-122.93529323517225,19,2024
xauusd,1h,full_history,simple_momentum4,2024-02,38.17009289679558,19,2024
xauusd,1h,full_history,simple_momentum4,2024-03,68.18527633831232,14,2024
