asset,policy,cost,year,direction,regime,trades,trades_per_week,total_r,mean_r,median_r,win_rate,profit_factor,max_drawdown_r,total_r_ex_top10
xauusd,long_only,stress,2026,1,mixed,12,0.08624229979466119,-0.7874797113572363,-0.06562330927976968,-0.4809167379665357,0.5,0.8687533814404611,3.5964969532111377,-2.0000000000000404
xauusd,short_only,stress,2024,-1,bull,128,0.919917864476386,-42.61520145593492,-0.3329312613744916,-1.0000000000000084,0.296875,0.5271436618360571,55.402001043588335,-74.01744109729734
xauusd,short_only,stress,2025,-1,bull,131,0.9414784394250514,-34.02597338232531,-0.25974025482691077,-1.0000000000000064,0.3435114503816794,0.5984373109352256,36.29616226546869,-60.61241013690377
xauusd,short_only,stress,2026,-1,bear,21,0.1509240246406571,4.476257173865028,0.21315510351738226,-0.9999999999999761,0.47619047619047616,1.4069324703513606,5.000000000000035,-11.000000000000151
xauusd,short_only,stress,2026,-1,bull,66,0.4743326488706366,-22.660840823132876,-0.3433460730777709,-0.9999999999999952,0.3181818181818182,0.4964532638790642,22.660840823132883,-39.96130721225401
xauusd,short_only,stress,2026,-1,mixed,9,0.0646817248459959,2.79827068259003,0.3109189647322255,-1.000000000000003,0.4444444444444444,1.5596541365179952,3.00000000000006,0.0
xauusd,trend_aligned,stress,2024,1,bull,156,1.1211498973305956,7.240443315403544,0.04641309817566375,-0.9999999999999927,0.4166666666666667,1.0804380726988447,11.506149595841137,-35.44825870799566
xauusd,trend_aligned,stress,2025,1,bull,150,1.0780287474332648,20.145268843409635,0.13430179228939756,-0.999999999999994,0.4666666666666667,1.251815860542613,9.63692051180292,-23.908632099847523
xauusd,trend_aligned,stress,2026,-1,bear,22,0.15811088295687886,6.05597598554561,0.2752716357066186,-0.40054429441534434,0.5,1.5505432714132297,5.000000000000035,-10.801088588830863
xauusd,trend_aligned,stress,2026,1,bull,47,0.337782340862423,-6.211178552804084,-0.13215273516604434,-0.9999999999999969,0.3191489361702128,0.8059006702248754,12.762073195313516,-30.52029873646078
sp500,baseline,base,2024,-1,bull,143,1.0277207392197125,-19.97913045946131,-0.13971419901721197,-1.0000000000000344,0.2937062937062937,0.801456137269686,29.841722940336222,-69.4830475895628
sp500,baseline,base,2024,1,bull,122,0.8767967145790555,43.4337680042263,0.3560144918379205,-1.0000000000000038,0.47540983606557374,1.6784400974267577,9.531274891430431,-9.083062707364913
sp500,baseline,base,2025,-1,bear,19,0.13655030800821355,2.640420542434814,0.13896950223341129,-1.0000000000000104,0.42105263157894735,1.2400382311304292,5.5962661006399825,-9.000000000000368
sp500,baseline,base,2025,-1,bull,120,0.8624229979466119,2.5912314691172975,0.021593595575977478,-1.000000000000015,0.36666666666666664,1.0341715945066692,15.608174460853828,-34.6284837219585
sp500,baseline,base,2025,-1,mixed,10,0.07186858316221766,0.5066500177855175,0.05066500177855175,-1.0000000000000235,0.2,1.0633312522231873,4.000000000000076,0.0
sp500,baseline,base,2025,1,bear,18,0.1293634496919918,0.05940582655347448,0.0033003236974152492,-0.8598327908847839,0.4444444444444444,1.00611192083243,4.000000000000215,-8.000000000000378
